Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
639b612082c122bcb544015e,6334f074d8c62dca5081e66c,APPROVED,2022-12-15T18:02:11.078000Z,2022-12-15T18:04:21.653000Z,2022-12-15T20:11:36.661000,2022-12-15T18:04:22.605741Z,131,C177C1KX,633,English,42,Male,White,United States,United States,United States,English,No,Full-Time
639b612576547a40bf77a6c9,5d4732b70829350016ed314d,APPROVED,2022-12-15T18:02:16.048000Z,2022-12-15T18:05:02.359000Z,2022-12-15T20:11:36.772000,2022-12-15T18:05:02.762815Z,167,C177C1KX,721,English,51,Male,Black,United States,United States,United States,English,No,Full-Time
639b61394536432f18ff41b4,609252692568228b9e5399b0,APPROVED,2022-12-15T18:06:12.101000Z,2022-12-15T18:10:48.259000Z,2022-12-15T20:11:40.575000,2022-12-15T18:10:48.660210Z,277,C177C1KX,244,English,34,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,DATA_EXPIRED,DATA_EXPIRED
639b617e9363f8199fff41cd,613a3b7548a257eaeb75a7ad,APPROVED,2022-12-15T18:03:45.025000Z,2022-12-15T18:05:34.433000Z,2022-12-15T20:11:40.688000,2022-12-15T18:05:34.829844Z,110,C177C1KX,239,English,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b61c7ac3be8303bf0af05,55b8d0bffdf99b0f2859fe73,APPROVED,2022-12-15T18:04:57.723000Z,2022-12-15T18:06:53.402000Z,2022-12-15T20:11:36.878000,2022-12-15T18:06:53.890927Z,116,C177C1KX,2782,English,41,Male,White,United States,United States,United States,English,No,Full-Time
639b61d59a254c57b3cb936e,5adae3ebdec767000128c131,APPROVED,2022-12-15T18:05:12.938000Z,2022-12-15T18:09:33.999000Z,2022-12-15T20:11:40.805000,2022-12-15T18:09:34.374426Z,262,C177C1KX,636,English,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b61e07adb6b2677455d4f,5f84d98b2b16bc1ab7369b6a,APPROVED,2022-12-15T18:05:27.540000Z,2022-12-15T18:09:18.171000Z,2022-12-15T20:11:40.919000,2022-12-15T18:09:18.595629Z,231,C177C1KX,530,English,32,Female,White,Canada,Canada,Canada,English,No,Full-Time
639b61e5bdb7ee281cafd9d0,60fe1423d21b18975b08d502,APPROVED,2022-12-15T18:05:27.238000Z,2022-12-15T18:07:34.685000Z,2022-12-15T20:11:41.033000,2022-12-15T18:07:35.032535Z,128,C177C1KX,411,English,25,Female,White,United States,United States,United States,English,No,Full-Time
639b6214c2bcc682fd9cee78,5ecd4acdb218ec085c6eefe6,APPROVED,2022-12-15T18:06:15.367000Z,2022-12-15T18:17:19.243000Z,2022-12-15T20:11:37.006000,2022-12-15T18:17:19.642053Z,664,C177C1KX,4152,English,34,Male,White,United States,United States,United States,English,No,Full-Time
639b6290fe4f011b2769e07c,598b412192788600010d5c49,APPROVED,2022-12-15T18:08:19.845000Z,2022-12-15T18:10:55.809000Z,2022-12-15T20:11:41.145000,2022-12-15T18:10:56.240864Z,156,C177C1KX,248,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
639b629174ae0cec25f851ce,5f46c67a25a21808e955969a,APPROVED,2022-12-15T18:08:17.083000Z,2022-12-15T18:13:11.855000Z,2022-12-15T20:11:41.255000,2022-12-15T18:13:13.287504Z,295,C177C1KX,175,"English, Afrikaans",37,Female,Other,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
639b62a4e2d3780d72afe684,60ddf4569e99699da4296be3,APPROVED,2022-12-15T18:08:39.310000Z,2022-12-15T18:10:25.886000Z,2022-12-15T20:11:41.365000,2022-12-15T18:10:26.250225Z,107,C177C1KX,133,English,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
639b62f4b8de43c8a41b590e,5ff649fda2b5841ceef90ff0,APPROVED,2022-12-15T18:09:56.817000Z,2022-12-15T18:14:53.549000Z,2022-12-15T20:11:41.478000,2022-12-15T18:14:53.911961Z,297,C177C1KX,222,"English, Spanish",20,Female,Mixed,United States,Mexico,Mexico,English,Yes,Part-Time
639b632de510d91f6f591335,61fa910ad42cb19beec492a0,APPROVED,2022-12-15T18:10:57.522000Z,2022-12-15T18:12:38.348000Z,2022-12-15T20:11:41.593000,2022-12-15T18:12:39.510651Z,101,C177C1KX,61,English,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
639b634731b5c37acc59bc93,60fe26abdb9284fdf954f6df,APPROVED,2022-12-15T18:11:23.784000Z,2022-12-15T18:13:21.807000Z,2022-12-15T20:11:41.704000,2022-12-15T18:13:22.243635Z,119,C177C1KX,320,English,19,Female,Black,Nigeria,Canada,Nigeria,English,Yes,Part-Time
639b6347ba0731c8d71b5904,5dac8987897c0e00185298f1,APPROVED,2022-12-15T18:11:23.434000Z,2022-12-15T18:14:30.534000Z,2022-12-15T20:11:41.815000,2022-12-15T18:14:30.946839Z,188,C177C1KX,220,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b635bce7c6e2ce9ff417e,600cc40d94c55c44b1987868,APPROVED,2022-12-15T18:11:43.053000Z,2022-12-15T18:14:20.336000Z,2022-12-15T20:11:41.928000,2022-12-15T18:14:21.757593Z,158,C177C1KX,249,English,36,Female,White,Canada,Canada,Canada,English,No,Full-Time
639b639bddd5bb1143e0db62,5c8bdc00302d6c0016a70680,APPROVED,2022-12-15T18:12:47.267000Z,2022-12-15T18:15:20.389000Z,2022-12-15T20:11:42.046000,2022-12-15T18:15:20.766832Z,154,C177C1KX,328,English,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b63b438cb06d7ce1b58c6,62711f17fc06135fb32b6e6b,APPROVED,2022-12-15T18:13:12.629000Z,2022-12-15T18:17:06.985000Z,2022-12-15T20:11:42.163000,2022-12-15T18:17:08.269524Z,235,C177C1KX,810,English,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
639b63cb1798b23963da4f0e,614b88a532c0af85de1a8169,APPROVED,2022-12-15T18:13:36.172000Z,2022-12-15T18:15:58.839000Z,2022-12-15T20:11:42.291000,2022-12-15T18:15:59.358131Z,143,C177C1KX,246,English,54,Female,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
639b63ceb21c1eca82e0a163,5d1682fad3070d00190dbd2e,APPROVED,2022-12-15T18:13:38.210000Z,2022-12-15T18:16:23.770000Z,2022-12-15T20:11:42.398000,2022-12-15T18:16:24.212416Z,166,C177C1KX,1088,English,32,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b63d498cbdb833ccb932c,60bbac6c8f57c38f1b834e80,APPROVED,2022-12-15T18:17:24.489000Z,2022-12-15T18:23:07.757000Z,2022-12-15T20:11:42.509000,2022-12-15T18:23:08.183920Z,344,C177C1KX,299,English,30,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
639b63e3ec8af408e3daacfb,60365639219b964d424581d6,APPROVED,2022-12-15T18:14:00.535000Z,2022-12-15T18:17:01.418000Z,2022-12-15T20:11:42.617000,2022-12-15T18:17:02.532360Z,181,C177C1KX,152,English,24,Female,Mixed,South Africa,South Africa,South Africa,English,Yes,Other
639b63e81e884da3100372fa,6000b7fbdb4bfd1bcab87f44,APPROVED,2022-12-15T18:14:06.217000Z,2022-12-15T18:17:14.517000Z,2022-12-15T20:11:42.725000,2022-12-15T18:17:16.238495Z,189,C177C1KX,305,English,53,Female,Asian,Guyana,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
639b63f3755331f305d91cbf,60fd22048c1090efc45f97d3,APPROVED,2022-12-15T18:14:13.479000Z,2022-12-15T18:16:30.407000Z,2022-12-15T20:11:42.833000,2022-12-15T18:16:30.822813Z,137,C177C1KX,140,English,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
639b64151db12b76d277a67d,600e5f637d72e160a8d70943,APPROVED,2022-12-15T18:14:47.783000Z,2022-12-15T18:17:38.766000Z,2022-12-15T20:11:42.947000,2022-12-15T18:17:39.210503Z,171,C177C1KX,330,English,32,Female,White,Iran,Canada,Canada,English,No,Full-Time
639b648a0beb234f3f59bc33,5d7e8ddd4a8468000138c24e,APPROVED,2022-12-15T18:16:45.530000Z,2022-12-15T18:24:29.178000Z,2022-12-15T20:11:43.059000,2022-12-15T18:24:29.528516Z,464,C177C1KX,937,English,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
639b67c89d9b9832ec08e89a,5dd42e7f35cf744223c60d1b,APPROVED,2022-12-15T18:30:34.603000Z,2022-12-15T18:34:17.356000Z,2022-12-15T20:11:38.052000,2022-12-15T18:34:17.757851Z,223,C177C1KX,3917,English,45,Male,White,United States,United States,United States,English,No,Full-Time
639b6eb7ac429f90b32ffe73,5c4782d9cae0ab000188d2b4,APPROVED,2022-12-15T19:00:09.760000Z,2022-12-15T19:05:42.778000Z,2022-12-15T20:11:43.169000,2022-12-15T19:05:43.450430Z,334,C177C1KX,1098,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
639b7f79537fd0d78b2ffe6e,603e97018512c2f752512f0b,APPROVED,2022-12-15T20:11:45.445000Z,2022-12-15T20:13:36.885000Z,2022-12-16T14:48:59.222000,2022-12-15T20:13:37.661823Z,112,C177C1KX,2696,English,44,Male,White,United States,United States,United States,English,No,Full-Time
639b80e5444aab5bdd69e0c7,60e41e3e8c52dca4b19a3487,APPROVED,2022-12-15T20:17:50.882000Z,2022-12-15T20:22:18.295000Z,2022-12-16T14:48:59.329000,2022-12-15T20:22:18.827252Z,268,C177C1KX,523,English,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b80ec016e6f8b1daf4941,62850d0754941f925e1af397,APPROVED,2022-12-15T20:18:07.500000Z,2022-12-15T20:20:59.980000Z,2022-12-16T14:48:59.440000,2022-12-15T20:21:00.410774Z,173,C177C1KX,1152,English,53,Male,White,United States,United States,United States,English,No,Other
639b80ec722eb41206f0af51,62e7f9fec0521e596587319d,APPROVED,2022-12-15T20:17:53.700000Z,2022-12-15T20:19:51.346000Z,2022-12-16T14:48:59.552000,2022-12-15T20:19:51.700983Z,118,C177C1KX,839,English,33,Male,White,United States,United States,United States,English,No,Full-Time
639b80f306b01c10487140af,5b2240df023fe3000150533f,APPROVED,2022-12-15T20:18:56.773000Z,2022-12-15T20:23:25.945000Z,2022-12-16T14:48:59.660000,2022-12-15T20:23:26.305939Z,270,C177C1KX,1481,English,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
639b80f980dd29d87c69e07e,633dbb46887d82536a9ee265,APPROVED,2022-12-15T20:18:10.450000Z,2022-12-15T20:22:09.878000Z,2022-12-16T14:48:59.769000,2022-12-15T20:22:10.879980Z,240,C177C1KX,593,English,45,Male,White,United States,United States,United States,English,No,Full-Time
639b80fdd89c84aa20e41db4,60bf80b5a9eb4e026caae402,APPROVED,2022-12-15T20:18:09.244000Z,2022-12-15T20:21:49.050000Z,2022-12-16T14:48:59.876000,2022-12-15T20:21:49.454476Z,220,C177C1KX,1242,English,36,Male,White,United States,United States,United States,English,No,Full-Time
639b81011a9fcb50143c0654,5c16e72c91defa000115c8ec,APPROVED,2022-12-15T20:18:30.452000Z,2022-12-15T20:21:32.088000Z,2022-12-16T14:48:59.984000,2022-12-15T20:21:32.456674Z,182,C177C1KX,1193,English,31,Male,White,United States,United States,United States,English,No,Full-Time
639b810169ad89757802f89f,636581a08eab842daa28f00a,APPROVED,2022-12-15T20:18:16.015000Z,2022-12-15T20:20:04.636000Z,2022-12-16T14:49:00.095000,2022-12-15T20:20:05.018318Z,109,C177C1KX,273,English,31,Male,White,United States,United States,United States,English,No,Full-Time
639b810bf0eb46b6a110ee32,631a7efc9e26be4fa3b4dcfc,APPROVED,2022-12-15T20:18:22.903000Z,2022-12-15T20:22:24.832000Z,2022-12-16T14:49:00.198000,2022-12-15T20:22:25.189788Z,242,C177C1KX,446,English,21,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
639b81101639c75dabcb933b,636900dbc65a1b361be8e82f,APPROVED,2022-12-15T20:18:28.798000Z,2022-12-15T20:23:32.383000Z,2022-12-16T14:49:00.300000,2022-12-15T20:23:32.737425Z,304,C177C1KX,299,English,39,Male,White,United States,United States,United States,English,Yes,Part-Time
639b811490b86d8e92ff41a7,5e23b44828b7b6649cc848c1,APPROVED,2022-12-15T20:18:30.153000Z,2022-12-15T20:20:41.168000Z,2022-12-16T14:49:00.404000,2022-12-15T20:20:43.897606Z,132,C177C1KX,1288,English,23,Male,White,United States,United States,United States,English,No,Full-Time
639b81321a6ca3cca8e0dafc,5bdfb648484288000130dad0,APPROVED,2022-12-15T20:19:02.455000Z,2022-12-15T20:41:13.363000Z,2022-12-16T14:49:00.506000,2022-12-15T20:41:14.168613Z,1331,C177C1KX,2653,English,30,Male,White,United States,United States,United States,English,No,Full-Time
639b8138c31bcea64710508d,628fb69f72e574bb9a8c1a47,APPROVED,2022-12-15T20:19:12.775000Z,2022-12-15T20:23:14.148000Z,2022-12-16T14:49:00.610000,2022-12-15T20:23:15.852128Z,242,C177C1KX,1431,English,37,Male,White,United States,United States,United States,English,No,Full-Time
639b81409967bc5b883c0659,636155035a53907e8c192d5b,APPROVED,2022-12-15T20:19:14.080000Z,2022-12-15T20:25:29.891000Z,2022-12-16T14:49:00.716000,2022-12-15T20:25:30.269681Z,376,C177C1KX,425,English,24,Male,White,United States,United States,United States,English,No,Full-Time
639b8157251d7a2491178823,5ad6b454a9ea0500019a087a,APPROVED,2022-12-15T20:19:38.490000Z,2022-12-15T20:23:19.635000Z,2022-12-16T14:49:00.816000,2022-12-15T20:23:26.102179Z,222,C177C1KX,4157,English,44,Male,White,United States,United States,United States,English,Yes,Full-Time
639b8159a01a7e6fbc037303,5991b5cd7d29e700017303bb,APPROVED,2022-12-15T20:19:41.473000Z,2022-12-15T20:23:55.913000Z,2022-12-16T14:49:00.918000,2022-12-15T20:23:56.393846Z,255,C177C1KX,1495,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b815b6d3312cdeebd7efb,5df3c82961b48a2907204173,APPROVED,2022-12-15T20:19:41.891000Z,2022-12-15T20:22:07.840000Z,2022-12-16T14:49:01.020000,2022-12-15T20:22:08.367091Z,146,C177C1KX,2475,English,39,Male,White,United States,United States,United States,English,No,Full-Time
639b815baffacfae3ef318ea,6238caf8bbe2f000db32e9fb,APPROVED,2022-12-15T20:19:45.868000Z,2022-12-15T20:21:45.058000Z,2022-12-16T14:49:01.126000,2022-12-15T20:21:45.472308Z,120,C177C1KX,1150,English,45,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
639b815ec31bcea647105090,55b6e53bfdf99b438f10e3bb,APPROVED,2022-12-15T20:19:47.071000Z,2022-12-15T20:25:27.502000Z,2022-12-16T14:49:01.227000,2022-12-15T20:25:28.191795Z,341,C177C1KX,2738,English,50,Male,Asian,United States,United States,United States,English,No,Part-Time
639b815f43fe83b9ca6b8781,633b82ab54af035c569082fb,APPROVED,2022-12-15T20:19:46.843000Z,2022-12-15T20:21:44.861000Z,2022-12-16T14:49:01.333000,2022-12-15T20:21:45.598628Z,119,C177C1KX,478,English,21,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
639b8162d214e814a781cbd5,5bb101078f3bd70001e51bfe,APPROVED,2022-12-15T20:19:49.012000Z,2022-12-15T20:20:57.378000Z,2022-12-16T14:49:01.433000,2022-12-15T20:20:57.773136Z,69,C177C1KX,2107,English,55,Male,White,United States,United States,United States,English,Yes,Full-Time
639b81644b5135bdbc77a67f,62c08fa6cab36e3a08790b49,APPROVED,2022-12-15T20:19:52.564000Z,2022-12-15T20:26:41.783000Z,2022-12-16T14:49:01.538000,2022-12-15T20:26:42.471932Z,410,C177C1KX,815,English,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
639b8165c41dc05493ab3574,60febea925b92f521ade1471,APPROVED,2022-12-15T20:19:52.570000Z,2022-12-15T20:22:47.841000Z,2022-12-16T14:49:09.274000,2022-12-15T20:22:48.239665Z,176,C177C1KX,63,English,30,Female,White,Canada,Canada,Canada,English,No,Full-Time
639b8199b4eaab145203c9ee,60e8b06bfb1c78d450ae9f79,APPROVED,2022-12-15T20:20:56.659000Z,2022-12-15T20:26:31.113000Z,2022-12-16T14:49:01.644000,2022-12-15T20:26:31.547788Z,335,C177C1KX,3178,English,47,Male,Black,United States,United States,United States,English,No,Full-Time
639b827615784b64c0e41db2,60b3ed804487f6424230554f,APPROVED,2022-12-15T20:24:32.636000Z,2022-12-15T20:26:56.303000Z,2022-12-16T14:49:09.393000,2022-12-15T20:26:56.709259Z,144,C177C1KX,339,"Afrikaans, English, Spanish",39,Female,White,South Africa,Spain,United Kingdom,English,No,Full-Time
639b828814f78dd264bfc327,60fd232b16f54fc7308136f2,APPROVED,2022-12-15T20:24:44.159000Z,2022-12-15T20:28:27.999000Z,2022-12-16T14:49:09.520000,2022-12-15T20:28:28.829374Z,224,C177C1KX,271,English,26,Female,White,Italy,United Kingdom,United Kingdom,English,No,Full-Time
639b82c8a08d8179311b58db,607be962688dfb9c1aea6cba,APPROVED,2022-12-15T20:25:52.859000Z,2022-12-15T20:33:02.786000Z,2022-12-16T14:49:09.644000,2022-12-15T20:33:03.163346Z,430,C177C1KX,642,English,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b82ec0695ee663edaad0a,6310f89536acffb9a2eca63d,APPROVED,2022-12-15T20:26:28.235000Z,2022-12-15T20:28:08.666000Z,2022-12-16T14:49:01.750000,2022-12-15T20:28:09.444486Z,101,C177C1KX,368,English,28,Male,White,United States,United States,United States,English,Yes,Part-Time
639b830cb0a0a3dd6102f8a0,5a9a8d551ade740001b8fc20,APPROVED,2022-12-15T20:26:58.538000Z,2022-12-15T20:29:23.043000Z,2022-12-16T14:49:09.766000,2022-12-15T20:29:24.524570Z,145,C177C1KX,184,English,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
639b831dae1ec277d0f0af3d,60489f4213c12ef080437aea,APPROVED,2022-12-15T20:27:14.231000Z,2022-12-15T20:30:16.009000Z,2022-12-16T14:49:09.902000,2022-12-15T20:30:16.410981Z,182,C177C1KX,315,English,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
639b838a14f78dd264bfc33e,57c02e6b6feb330001ff4b95,APPROVED,2022-12-15T20:29:09.698000Z,2022-12-15T20:34:11.259000Z,2022-12-16T14:49:10.037000,2022-12-15T20:34:11.690418Z,302,C177C1KX,798,English,72,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
639b838b2837b9de1f03c97c,5b27bf0a7297750001c724cd,APPROVED,2022-12-15T20:29:04.749000Z,2022-12-15T20:31:56.415000Z,2022-12-16T14:49:10.163000,2022-12-15T20:31:56.838687Z,172,C177C1KX,158,English,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b83cfc5c9c5216a2d4e8c,616862a17d036f97f2b8cd5a,APPROVED,2022-12-15T20:30:09.585000Z,2022-12-15T20:32:26.901000Z,2022-12-16T14:49:10.283000,2022-12-15T20:32:27.270135Z,138,C177C1KX,208,English,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
639b840f88578dc76c59133d,5ec195df3f2aec276ff0bf33,APPROVED,2022-12-15T20:31:16.075000Z,2022-12-15T20:34:13.275000Z,2022-12-16T14:49:10.430000,2022-12-15T20:34:13.723972Z,178,C177C1KX,1076,English,72,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
639b844f4bef4a5bc8317eb7,5ebd841ddea21b08a0aa3057,APPROVED,2022-12-15T20:32:18.422000Z,2022-12-15T20:37:59.113000Z,2022-12-16T14:49:10.582000,2022-12-15T20:37:59.984504Z,341,C177C1KX,784,"English, Tamil",22,Female,Asian,Canada,Canada,Canada,English,No,Part-Time
639b849b9eb8b78de8f318c8,5f70808174ea69653b2f8d38,APPROVED,2022-12-15T20:33:39.426000Z,2022-12-15T20:40:09.186000Z,2022-12-16T14:49:10.939000,2022-12-15T20:40:09.619428Z,390,C177C1KX,141,English,56,Female,White,United Kingdom,France,United Kingdom,English,No,Other
639b84a5c31bcea6471050d3,5974fb1b137d020001c5942e,APPROVED,2022-12-15T20:33:48.399000Z,2022-12-15T20:36:17.396000Z,2022-12-16T14:49:11.070000,2022-12-15T20:36:17.758106Z,149,C177C1KX,1414,English,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
639b84f42edfed3857e0a127,6269c1216bc57860c0a02ac3,APPROVED,2022-12-15T20:35:04.387000Z,2022-12-15T20:38:27.697000Z,2022-12-16T14:49:11.237000,2022-12-15T20:38:28.107020Z,204,C177C1KX,314,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b84f50cad5d48010372c3,60fd83538179216c9bf817d7,APPROVED,2022-12-15T20:35:04.674000Z,2022-12-15T20:37:15.451000Z,2022-12-16T14:49:11.388000,2022-12-15T20:37:16.328621Z,131,C177C1KX,88,English,27,Female,White,Canada,Canada,Canada,English,No,Full-Time
639b858431775958c3ecbcaa,5ed63ad8272a8e04b1cc818a,APPROVED,2022-12-15T20:37:26.767000Z,2022-12-15T20:41:20.240000Z,2022-12-16T14:49:11.545000,2022-12-15T20:41:20.626669Z,234,C177C1KX,176,English,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
639b858ba92a887049455d0a,5e1378d34babe39a418f11c2,APPROVED,2022-12-15T20:37:36.008000Z,2022-12-15T20:41:50.577000Z,2022-12-16T14:49:11.687000,2022-12-15T20:41:51.180494Z,255,C177C1KX,538,English,69,Female,White,United Kingdom,United Kingdom,Ireland,English,No,Part-Time
639b858e9e8373abcd36df8d,5a17467d5d06850001b00c41,APPROVED,2022-12-15T20:37:43.951000Z,2022-12-15T20:44:04.926000Z,2022-12-16T14:49:11.814000,2022-12-15T20:44:06.533637Z,381,C177C1KX,707,English,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
639b859be8ade0eb7581cbbc,5eca536f9aa4f658d641a7d9,APPROVED,2022-12-15T20:37:47.941000Z,2022-12-15T20:42:37.057000Z,2022-12-16T14:49:11.951000,2022-12-15T20:42:39.652804Z,290,C177C1KX,771,English,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b85bc449e5379aa2ffe82,5f6f753fb20ea14ee4072f30,APPROVED,2022-12-15T20:38:21.702000Z,2022-12-15T20:40:32.962000Z,2022-12-16T14:49:12.070000,2022-12-15T20:40:33.367822Z,132,C177C1KX,385,English,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Due to start a new job within the next month
639b85bf69bd324decd711e8,5b6088371f52240001676b36,APPROVED,2022-12-15T20:38:26.971000Z,2022-12-15T20:40:28.437000Z,2022-12-16T14:49:12.190000,2022-12-15T20:40:28.782005Z,122,C177C1KX,183,English,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b85c8a830463435e41df7,620bdfcca922fc3f247f71f7,APPROVED,2022-12-15T20:38:39.388000Z,2022-12-15T20:41:31.463000Z,2022-12-16T14:49:12.308000,2022-12-15T20:41:32.037253Z,173,C177C1KX,106,English,31,Female,Black,United States,United States,United States,English,No,Due to start a new job within the next month
639b85f24bef4a5bc8317edd,609d1db6e6624a23a8f99f0d,APPROVED,2022-12-15T20:39:23.388000Z,2022-12-15T20:43:03.121000Z,2022-12-16T14:49:12.434000,2022-12-15T20:43:03.510927Z,220,C177C1KX,223,English,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
639b87e3b31153a036190c8b,5ff8d42a3711c017e48faef5,APPROVED,2022-12-15T20:47:34.335000Z,2022-12-15T20:49:40.278000Z,2022-12-16T14:49:12.587000,2022-12-15T20:49:41.048779Z,126,C177C1KX,505,English,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
639b8e5bd85c7bbd9969e08c,5d960ffd35a770001a9a0592,APPROVED,2022-12-15T21:15:07.572000Z,2022-12-15T21:18:01.205000Z,2022-12-16T14:49:12.728000,2022-12-15T21:18:01.843641Z,174,C177C1KX,992,English,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
639bdd3bd9b59bcedf77a69c,5e2321e4cf445f5d84c16968,APPROVED,2022-12-16T02:51:39.131000Z,2022-12-16T02:57:33.841000Z,2022-12-16T14:49:01.857000,2022-12-16T02:57:34.226807Z,355,C177C1KX,351,English,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
639bdd54f5e4d230fad02e36,5c304ead89f0350001766c7d,APPROVED,2022-12-16T02:52:09.103000Z,2022-12-16T02:54:12.525000Z,2022-12-16T14:49:01.961000,2022-12-16T02:54:12.958913Z,124,C177C1KX,2644,English,32,Male,Asian,Korea,United States,United States,English,No,Full-Time
639bdd67deee30fb61d91cf1,5f3ebd568c429614c0f595e8,APPROVED,2022-12-16T02:52:30.789000Z,2022-12-16T02:58:52.163000Z,2022-12-16T14:49:02.072000,2022-12-16T02:58:52.607262Z,382,C177C1KX,3363,English,41,Male,White,United States,United States,United States,English,No,Full-Time
639bdd68a79b34037436dfb8,5c0da14d656168000159da7a,APPROVED,2022-12-16T02:52:24.530000Z,2022-12-16T03:03:43.278000Z,2022-12-16T14:49:02.188000,2022-12-16T03:03:43.626209Z,679,C177C1KX,3348,English,52,Male,White,United States,United States,United States,English,No,Full-Time
639bde31ec3af6d2acae72e2,5c50dd9acc71f4000125cb2e,APPROVED,2022-12-16T02:56:02.716000Z,2022-12-16T02:57:50.682000Z,2022-12-16T14:49:02.298000,2022-12-16T02:57:51.289285Z,108,C177C1KX,1238,English,23,Male,Black,United States,United States,United States,English,No,Part-Time
639bde4de3fb4a74e659bc76,5c5fc78e96dff400013607a5,APPROVED,2022-12-16T02:56:16.136000Z,2022-12-16T02:58:11.264000Z,2022-12-16T14:49:02.405000,2022-12-16T02:58:11.604913Z,116,C177C1KX,3144,English,39,Male,White,United States,United States,United States,English,No,Full-Time
639bdeb1e3029898a803c991,5e46aa20caec81000b7d4f93,APPROVED,2022-12-16T02:57:58.307000Z,2022-12-16T03:01:21.965000Z,2022-12-16T14:49:02.513000,2022-12-16T03:01:22.324892Z,204,C177C1KX,2604,English,46,Male,White,United States,United States,United States,English,No,Full-Time
639bdf228515ed7c3aaf4931,5fd8a0646c16732304844f31,APPROVED,2022-12-16T02:59:58.904000Z,2022-12-16T03:05:26.758000Z,2022-12-16T14:49:12.848000,2022-12-16T03:05:27.086468Z,328,C177C1KX,216,English,26,Female,Black,South Africa,South Africa,South Africa,English,No,Other
639bdf4cad1ad28b666b8775,5f1e7c6768c1bb8491f39191,APPROVED,2022-12-16T03:00:31.040000Z,2022-12-16T03:02:22.415000Z,2022-12-16T14:49:12.975000,2022-12-16T03:02:22.842991Z,112,C177C1KX,1108,English,20,Female,White,United States,United States,United States,English,Yes,Part-Time
