,jspsychID,trial_num,stimulus,causal_rating,animacy_rating,cause_rt,anim_rt,trial_rt,time_elapse,subject_id,vid_num,agent,outcome,cf
122,26g5jp57pvqxkau,27,04_a_in_out.mp4,100,79,4383.89999999851,5158.79999999702,5748.0,734868.0,9,04,animate,in,out
123,26g5jp57pvqxkau,28,06_a_in_out.mp4,100,54,5115.89999999851,8767.30000000447,9065.60000000149,744686.0,9,06,animate,in,out
124,26g5jp57pvqxkau,29,01_a_in_out.mp4,41,79,5706.4000000059605,8620.90000000596,8975.0,754165.0,9,01,animate,in,out
125,26g5jp57pvqxkau,30,02_p_in_out.mp4,1,71,3369.0,4540.29999999702,60470.39999999851,814889.0,9,02,inanimate,in,out
126,26g5jp57pvqxkau,31,17_p_out_out.mp4,1,1,3914.89999999851,5838.20000000298,7347.5,822989.0,9,17,inanimate,out,out
127,26g5jp57pvqxkau,32,22_p_out_in.mp4,77,20,5942.89999999851,8410.20000000298,8898.30000000447,832390.0,9,22,inanimate,out,in
128,26g5jp57pvqxkau,33,09_a_in_in.mp4,34,1,5904.79999999702,8582.0,9193.0,842836.0,9,09,animate,in,in
129,26g5jp57pvqxkau,34,08_a_in_in.mp4,1,20,4363.29999999702,6111.29999999702,6541.5999999940395,851131.0,9,08,animate,in,in
130,26g5jp57pvqxkau,35,23_p_out_in.mp4,100,14,4023.5,5125.80000000447,5719.80000000447,858604.0,9,23,inanimate,out,in
131,26g5jp57pvqxkau,36,16_a_out_out.mp4,1,87,10627.70000000298,11820.5,12203.60000000149,872561.0,9,16,animate,out,out
132,26g5jp57pvqxkau,37,15_a_out_out.mp4,1,91,26732.80000000447,28585.0,29011.30000000447,901827.0,9,15,animate,out,out
133,26g5jp57pvqxkau,38,22_a_out_in.mp4,94,90,4766.60000000149,7648.0,8055.20000000298,910135.0,9,22,animate,out,in
134,26g5jp57pvqxkau,39,14_p_out_out.mp4,92,7,68757.0,70141.0,70535.20000000298,982708.0,9,14,inanimate,out,out
135,26g5jp57pvqxkau,40,03_a_in_out.mp4,79,81,4364.10000000149,5167.10000000149,5505.4000000059605,988717.0,9,03,animate,in,out
136,26g5jp57pvqxkau,41,14_a_out_out.mp4,87,82,3384.3000000044703,4515.70000000298,4876.10000000149,995347.0,9,14,animate,out,out
137,26g5jp57pvqxkau,42,10_p_in_in.mp4,13,8,4590.19999999553,6806.69999999553,7211.89999999851,1002812.0,9,10,inanimate,in,in
138,26g5jp57pvqxkau,43,11_a_in_in.mp4,22,80,18229.69999999553,19451.79999999702,19848.0,1022914.0,9,11,animate,in,in
139,26g5jp57pvqxkau,44,19_p_out_in.mp4,95,8,8906.5,9863.60000000149,10265.79999999702,1034683.0,9,19,inanimate,out,in
140,26g5jp57pvqxkau,45,19_a_out_in.mp4,93,13,8099.89999999851,9186.0,9713.19999999553,1045650.0,9,19,animate,out,in
141,26g5jp57pvqxkau,46,24_p_out_in.mp4,91,17,4294.10000000149,5248.20000000298,6200.30000000447,1053104.0,9,24,inanimate,out,in
142,26g5jp57pvqxkau,47,01_p_in_out.mp4,91,13,11382.09999999404,12830.19999999553,14934.59999999404,1068792.0,9,01,inanimate,in,out
143,26g5jp57pvqxkau,48,16_p_out_out.mp4,7,11,4151.69999999553,5730.0,6140.19999999553,1075935.0,9,16,inanimate,out,out
144,bwm63az1e5flkrd,1,11_p_in_in.mp4,100,100,21632.5,30572.700000047684,32187.5,487213.0,11,11,inanimate,in,in
145,bwm63az1e5flkrd,2,11_a_in_in.mp4,6,100,39554.299999952316,46541.0,48748.09999990463,536727.0,11,11,animate,in,in
146,bwm63az1e5flkrd,3,01_a_in_out.mp4,100,100,27301.0,60897.200000047684,62093.700000047684,600844.0,11,01,animate,in,out
147,bwm63az1e5flkrd,4,08_p_in_in.mp4,1,1,17189.799999952316,30193.299999952316,31887.0,633501.0,11,08,inanimate,in,in
148,bwm63az1e5flkrd,5,04_a_in_out.mp4,1,100,12452.200000047684,14621.200000047684,16041.200000047684,651552.0,11,04,animate,in,out
149,bwm63az1e5flkrd,6,05_p_in_out.mp4,100,1,9520.5,15521.599999904633,16854.399999976158,669421.0,11,05,inanimate,in,out
150,bwm63az1e5flkrd,7,02_p_in_out.mp4,100,1,8002.200000047684,10142.300000071526,12194.5,683126.0,11,02,inanimate,in,out
151,bwm63az1e5flkrd,8,09_a_in_in.mp4,100,100,17486.800000071526,19608.5,20861.899999976158,705507.0,11,09,animate,in,in
152,bwm63az1e5flkrd,9,08_a_in_in.mp4,1,1,9554.300000071526,11304.800000071526,12637.200000047684,719910.0,11,08,animate,in,in
153,bwm63az1e5flkrd,10,19_a_out_in.mp4,100,100,18201.400000095367,20700.800000071526,22081.900000095367,743253.0,11,19,animate,out,in
154,bwm63az1e5flkrd,11,14_a_out_out.mp4,100,100,11574.800000071526,13576.900000095367,15075.700000047684,759593.0,11,14,animate,out,out
155,bwm63az1e5flkrd,12,12_a_in_in.mp4,1,100,13304.600000023842,15454.199999928474,16611.899999976158,777973.0,11,12,animate,in,in
156,bwm63az1e5flkrd,13,12_p_in_in.mp4,100,1,14427.899999976158,16584.899999976158,18413.399999976158,797652.0,11,12,inanimate,in,in
157,bwm63az1e5flkrd,14,10_a_in_in.mp4,100,49,25664.899999976158,35350.5,36538.799999952316,834959.0,11,10,animate,in,in
158,bwm63az1e5flkrd,15,22_p_out_in.mp4,100,1,10567.899999976158,15644.899999976158,17375.599999904633,854349.0,11,22,inanimate,out,in
159,bwm63az1e5flkrd,16,07_p_in_in.mp4,1,1,11317.600000023842,17113.600000023842,18312.700000047684,872936.0,11,07,inanimate,in,in
160,bwm63az1e5flkrd,17,24_p_out_in.mp4,1,1,13173.200000047684,15875.800000071526,17179.0,890639.0,11,24,inanimate,out,in
161,bwm63az1e5flkrd,18,18_p_out_out.mp4,1,53,11644.399999976158,20268.799999952316,21824.299999952316,914485.0,11,18,inanimate,out,out
162,bwm63az1e5flkrd,19,10_p_in_in.mp4,100,1,8156.299999952316,10091.099999904633,11337.399999976158,927340.0,11,10,inanimate,in,in
163,bwm63az1e5flkrd,20,04_p_in_out.mp4,1,1,12819.099999904633,23852.399999976158,25166.699999928474,954519.0,11,04,inanimate,in,out
164,bwm63az1e5flkrd,21,23_a_out_in.mp4,100,100,18251.0,19786.799999952316,21468.600000023842,976505.0,11,23,animate,out,in
165,bwm63az1e5flkrd,22,15_a_out_out.mp4,100,100,10678.399999976158,12370.699999928474,13662.799999952316,990687.0,11,15,animate,out,out
166,bwm63az1e5flkrd,23,21_a_out_in.mp4,1,82,17430.899999976158,23963.0,24955.0,1017408.0,11,21,animate,out,in
167,bwm63az1e5flkrd,24,15_p_out_out.mp4,1,8,27803.899999976158,34043.800000071526,35608.800000071526,1053289.0,11,15,inanimate,out,out
168,bwm63az1e5flkrd,25,07_a_in_in.mp4,1,3,12729.600000023842,14907.300000071526,16092.700000047684,1071153.0,11,07,animate,in,in
169,bwm63az1e5flkrd,26,19_p_out_in.mp4,100,1,10492.0,16633.0,18149.300000071526,1090582.0,11,19,inanimate,out,in
170,bwm63az1e5flkrd,27,24_a_out_in.mp4,1,100,13660.700000047684,15478.100000023842,17023.399999976158,1109127.0,11,24,animate,out,in
171,bwm63az1e5flkrd,28,02_a_in_out.mp4,100,97,9646.899999976158,15799.0,19628.899999976158,1130023.0,11,02,animate,in,out
172,bwm63az1e5flkrd,29,23_p_out_in.mp4,1,31,21340.600000023842,26326.400000095367,27375.800000071526,1159421.0,11,23,inanimate,out,in
173,bwm63az1e5flkrd,30,17_p_out_out.mp4,1,1,9682.600000023842,16164.900000095367,17291.900000095367,1177226.0,11,17,inanimate,out,out
174,bwm63az1e5flkrd,31,03_p_in_out.mp4,100,1,8630.200000047684,12440.0,14549.600000023842,1193302.0,11,03,inanimate,in,out
175,bwm63az1e5flkrd,32,14_p_out_out.mp4,100,1,14915.899999976158,16830.399999976158,22146.599999904633,1217462.0,11,14,inanimate,out,out
176,bwm63az1e5flkrd,33,20_a_out_in.mp4,2,76,11640.299999952316,15401.699999928474,18054.699999928474,1236049.0,11,20,animate,out,in
177,bwm63az1e5flkrd,34,13_p_out_out.mp4,100,31,15780.5,21086.700000047684,22457.400000095367,1259273.0,11,13,inanimate,out,out
178,bwm63az1e5flkrd,35,21_p_out_in.mp4,2,6,12348.600000023842,15303.5,16625.200000047684,1277420.0,11,21,inanimate,out,in
179,bwm63az1e5flkrd,36,20_p_out_in.mp4,1,1,8843.5,12468.5,13713.799999952316,1291650.0,11,20,inanimate,out,in
180,bwm63az1e5flkrd,37,13_a_out_out.mp4,100,100,10700.100000023842,12964.900000095367,14169.400000095367,1306089.0,11,13,animate,out,out
181,bwm63az1e5flkrd,38,16_p_out_out.mp4,100,1,10785.799999952316,13234.899999976158,14391.199999928474,1322251.0,11,16,inanimate,out,out
182,bwm63az1e5flkrd,39,16_a_out_out.mp4,100,100,15351.899999976158,16916.599999904633,18092.699999928474,1340868.0,11,16,animate,out,out
183,bwm63az1e5flkrd,40,03_a_in_out.mp4,100,100,11089.5,12479.400000095367,13645.700000047684,1355290.0,11,03,animate,in,out
184,bwm63az1e5flkrd,41,01_p_in_out.mp4,100,62,9726.300000071526,11662.5,12642.100000023842,1369198.0,11,01,inanimate,in,out
185,bwm63az1e5flkrd,42,09_p_in_in.mp4,100,11,7278.199999928474,10193.799999952316,11311.299999952316,1382026.0,11,09,inanimate,in,in
186,bwm63az1e5flkrd,43,18_a_out_out.mp4,1,100,10853.5,13390.299999952316,15140.199999928474,1397442.0,11,18,animate,out,out
187,bwm63az1e5flkrd,44,05_a_in_out.mp4,100,100,6818.800000071526,8636.300000071526,9843.900000095367,1409310.0,11,05,animate,in,out
188,bwm63az1e5flkrd,45,17_a_out_out.mp4,1,94,7987.399999976158,13447.799999952316,14827.799999952316,1425149.0,11,17,animate,out,out
189,bwm63az1e5flkrd,46,06_a_in_out.mp4,100,100,8871.399999976158,11155.099999904633,12525.599999904633,1438697.0,11,06,animate,in,out
190,bwm63az1e5flkrd,47,22_a_out_in.mp4,1,100,11291.300000071526,13886.200000047684,15499.300000071526,1455472.0,11,22,animate,out,in
191,bwm63az1e5flkrd,48,06_p_in_out.mp4,100,34,8474.399999976158,14859.399999976158,16307.399999976158,1472052.0,11,06,inanimate,in,out
