,jspsychID,trial_num,stimulus,causal_rating,animacy_rating,cause_rt,anim_rt,trial_rt,time_elapse,subject_id,vid_num,agent,outcome,cf
0,mh46p2b523yy1qu,1,14_p_out_out.mp4,100,100,6681.5999999996275,10141.0,10952.699999999255,94265.0,7,14,inanimate,out,out
1,mh46p2b523yy1qu,2,16_a_out_out.mp4,21,100,34845.90000000037,15766.800000000745,36082.0,132102.0,7,16,animate,out,out
2,mh46p2b523yy1qu,3,23_a_out_in.mp4,82,100,9083.799999998882,15836.5,16574.699999999255,150682.0,7,23,animate,out,in
3,mh46p2b523yy1qu,4,18_p_out_out.mp4,1,30,14967.5,17985.900000000373,18512.800000000745,169449.0,7,18,inanimate,out,out
4,mh46p2b523yy1qu,5,08_a_in_in.mp4,1,68,5761.0,9469.0,10536.800000000745,180499.0,7,08,animate,in,in
5,mh46p2b523yy1qu,6,21_a_out_in.mp4,38,100,17915.200000001118,19047.5,19578.200000001118,200582.0,7,21,animate,out,in
6,mh46p2b523yy1qu,7,04_p_in_out.mp4,100,55,4658.300000000745,9570.0,10117.200000001118,211953.0,7,04,inanimate,in,out
7,mh46p2b523yy1qu,8,08_p_in_in.mp4,1,8,9340.199999999255,14883.099999999627,15718.099999999627,228175.0,7,08,inanimate,in,in
8,mh46p2b523yy1qu,9,21_p_out_in.mp4,75,5,8652.800000000745,16148.800000000745,16606.700000001118,246286.0,7,21,inanimate,out,in
9,mh46p2b523yy1qu,10,02_p_in_out.mp4,95,64,9609.900000000373,15034.799999998882,15569.299999998882,262358.0,7,02,inanimate,in,out
10,mh46p2b523yy1qu,11,05_a_in_out.mp4,100,100,3180.4000000003725,4478.300000000745,8084.9000000003725,270948.0,7,05,animate,in,out
11,mh46p2b523yy1qu,12,11_a_in_in.mp4,41,100,26389.099999999627,16176.099999999627,27600.0,299303.0,7,11,animate,in,in
12,mh46p2b523yy1qu,13,11_p_in_in.mp4,44,57,8977.400000000373,10426.400000000373,11014.5,311571.0,7,11,inanimate,in,in
13,mh46p2b523yy1qu,14,05_p_in_out.mp4,100,1,4116.699999999255,5665.5,7123.699999999255,319948.0,7,05,inanimate,in,out
14,mh46p2b523yy1qu,15,12_a_in_in.mp4,42,77,7514.300000000745,14168.800000000745,15105.199999999255,336314.0,7,12,animate,in,in
15,mh46p2b523yy1qu,16,12_p_in_in.mp4,43,42,6327.800000000745,10914.5,11409.599999999627,349229.0,7,12,inanimate,in,in
16,mh46p2b523yy1qu,17,03_a_in_out.mp4,100,100,4116.0,5310.199999999255,5828.299999998882,355561.0,7,03,animate,in,out
17,mh46p2b523yy1qu,18,07_a_in_in.mp4,1,100,7920.5999999996275,11206.599999999627,11685.599999999627,368513.0,7,07,animate,in,in
18,mh46p2b523yy1qu,19,24_a_out_in.mp4,89,100,15045.0,11465.800000000745,15620.900000000373,384639.0,7,24,animate,out,in
19,mh46p2b523yy1qu,20,01_p_in_out.mp4,42,64,4403.0999999996275,8311.900000000373,8824.0,394468.0,7,01,inanimate,in,out
20,mh46p2b523yy1qu,21,20_a_out_in.mp4,89,100,4911.199999999255,8885.0,9350.299999998882,404822.0,7,20,animate,out,in
21,mh46p2b523yy1qu,22,07_p_in_in.mp4,1,23,10127.5,12407.799999998882,13577.89999999851,419654.0,7,07,inanimate,in,in
22,mh46p2b523yy1qu,23,14_a_out_out.mp4,100,100,4112.89999999851,5215.0,6231.799999998882,426640.0,7,14,animate,out,out
23,mh46p2b523yy1qu,24,02_a_in_out.mp4,51,100,11355.099999999627,12671.199999999255,13425.099999999627,442069.0,7,02,animate,in,out
24,mh46p2b523yy1qu,25,09_a_in_in.mp4,59,100,6985.5999999996275,8825.400000000373,9647.300000000745,452969.0,7,09,animate,in,in
25,mh46p2b523yy1qu,26,06_a_in_out.mp4,100,100,6901.4000000003725,12026.599999999627,12560.599999999627,466534.0,7,06,animate,in,out
26,mh46p2b523yy1qu,27,17_p_out_out.mp4,1,53,3754.7999999988824,5747.0,12492.599999999627,479531.0,7,17,inanimate,out,out
27,mh46p2b523yy1qu,28,09_p_in_in.mp4,53,45,6352.0,14341.099999999627,14992.300000000745,495537.0,7,09,inanimate,in,in
28,mh46p2b523yy1qu,29,19_a_out_in.mp4,100,100,4695.300000000745,5901.200000001118,6681.300000000745,504222.0,7,19,animate,out,in
29,mh46p2b523yy1qu,30,20_p_out_in.mp4,100,33,5886.60000000149,10281.900000000373,10727.800000000745,515706.0,7,20,inanimate,out,in
30,mh46p2b523yy1qu,31,01_a_in_out.mp4,59,100,10314.400000000373,12670.099999999627,13213.800000000745,530674.0,7,01,animate,in,out
31,mh46p2b523yy1qu,32,06_p_in_out.mp4,100,23,7227.5,8781.5,9264.300000000745,541193.0,7,06,inanimate,in,out
32,mh46p2b523yy1qu,33,03_p_in_out.mp4,96,19,10829.199999999255,16432.39999999851,20456.099999999627,562903.0,7,03,inanimate,in,out
33,mh46p2b523yy1qu,34,23_p_out_in.mp4,90,1,9494.200000001118,11476.400000000373,12091.200000001118,576499.0,7,23,inanimate,out,in
34,mh46p2b523yy1qu,35,13_p_out_out.mp4,100,1,4353.799999998882,6103.5,6626.699999999255,584642.0,7,13,inanimate,out,out
35,mh46p2b523yy1qu,36,10_p_in_in.mp4,52,1,5402.0,7927.5999999996275,8637.5,594791.0,7,10,inanimate,in,in
36,mh46p2b523yy1qu,37,18_a_out_out.mp4,1,100,9985.5,11206.400000000373,11763.800000000745,608310.0,7,18,animate,out,out
37,mh46p2b523yy1qu,38,15_a_out_out.mp4,25,100,9466.200000001118,10515.10000000149,11097.900000000373,619913.0,7,15,animate,out,out
38,mh46p2b523yy1qu,39,15_p_out_out.mp4,29,10,4716.299999998882,9534.799999998882,10549.0,631966.0,7,15,inanimate,out,out
39,mh46p2b523yy1qu,40,10_a_in_in.mp4,13,77,6902.0,8959.10000000149,9570.300000000745,643291.0,7,10,animate,in,in
40,mh46p2b523yy1qu,41,19_p_out_in.mp4,86,7,9763.89999999851,10622.0,11159.199999999255,655212.0,7,19,inanimate,out,in
41,mh46p2b523yy1qu,42,13_a_out_out.mp4,100,100,5416.800000000745,7895.800000000745,8411.800000000745,665379.0,7,13,animate,out,out
42,mh46p2b523yy1qu,43,16_p_out_out.mp4,85,39,9068.400000000373,21051.0,21542.0,688938.0,7,16,inanimate,out,out
43,mh46p2b523yy1qu,44,22_p_out_in.mp4,53,3,9554.900000000373,11941.900000000373,12557.199999999255,703505.0,7,22,inanimate,out,in
44,mh46p2b523yy1qu,45,24_p_out_in.mp4,16,5,5200.0999999996275,7640.9000000003725,8483.799999998882,712251.0,7,24,inanimate,out,in
45,mh46p2b523yy1qu,46,22_a_out_in.mp4,82,100,11050.699999999255,12659.699999999255,14025.900000000373,728043.0,7,22,animate,out,in
46,mh46p2b523yy1qu,47,04_a_in_out.mp4,86,100,10366.699999999255,15774.599999999627,17234.599999999627,745780.0,7,04,animate,in,out
47,mh46p2b523yy1qu,48,17_a_out_out.mp4,1,100,4834.9000000003725,5961.199999999255,6807.5,754435.0,7,17,animate,out,out
48,bht4czhyag645lg,1,02_p_in_out.mp4,100,100,23199.900000035763,24866.5,25487.80000001192,89978.0,8,02,inanimate,in,out
49,bht4czhyag645lg,2,20_a_out_in.mp4,1,100,11023.199999988079,12363.099999964237,13030.099999964237,104776.0,8,20,animate,out,in
50,bht4czhyag645lg,3,03_a_in_out.mp4,100,100,9331.199999988079,10579.199999988079,11155.199999988079,117438.0,8,03,animate,in,out
51,bht4czhyag645lg,4,12_a_in_in.mp4,1,100,6897.0,8467.0,9138.900000035763,127832.0,8,12,animate,in,in
52,bht4czhyag645lg,5,15_p_out_out.mp4,1,1,16253.900000035763,18160.0,18835.0,147170.0,8,15,inanimate,out,out
53,bht4czhyag645lg,6,07_p_in_in.mp4,1,1,12195.5,14900.600000023842,15474.400000035763,164397.0,8,07,inanimate,in,in
54,bht4czhyag645lg,7,12_p_in_in.mp4,1,1,7627.199999988079,9298.399999976158,9965.199999988079,174622.0,8,12,inanimate,in,in
55,bht4czhyag645lg,8,13_p_out_out.mp4,100,1,9850.800000011921,17063.80000001192,17849.899999976158,192724.0,8,13,inanimate,out,out
56,bht4czhyag645lg,9,23_p_out_in.mp4,100,1,14407.300000011921,15796.300000011921,16405.30000001192,210137.0,8,23,inanimate,out,in
57,bht4czhyag645lg,10,10_p_in_in.mp4,1,1,5712.300000011921,10523.5,24804.5,235950.0,8,10,inanimate,in,in
58,bht4czhyag645lg,11,07_a_in_in.mp4,1,100,6718.399999976158,10104.5,10746.399999976158,248200.0,8,07,animate,in,in
59,bht4czhyag645lg,12,04_p_in_out.mp4,100,1,26880.899999976158,28623.899999976158,29670.80000001192,279624.0,8,04,inanimate,in,out
60,bht4czhyag645lg,13,24_a_out_in.mp4,100,100,9743.800000011921,3933.699999988079,10652.800000011921,291531.0,8,24,animate,out,in
61,bht4czhyag645lg,14,01_a_in_out.mp4,100,100,4862.700000047684,5826.600000023842,6416.700000047684,298964.0,8,01,animate,in,out
62,bht4czhyag645lg,15,10_a_in_in.mp4,1,100,5902.200000047684,7062.0,7784.200000047684,308751.0,8,10,animate,in,in
63,bht4czhyag645lg,16,22_a_out_in.mp4,1,100,10716.799999952316,11891.0,12587.899999976158,322092.0,8,22,animate,out,in
64,bht4czhyag645lg,17,18_a_out_out.mp4,1,100,16546.80000001192,18018.69999998808,18608.69999998808,340955.0,8,18,animate,out,out
65,bht4czhyag645lg,18,16_a_out_out.mp4,1,100,4413.599999964237,5834.800000011921,6386.699999988079,347594.0,8,16,animate,out,out
66,bht4czhyag645lg,19,09_p_in_in.mp4,100,1,5074.699999988079,6201.599999964237,6941.699999988079,355539.0,8,09,inanimate,in,in
67,bht4czhyag645lg,20,09_a_in_in.mp4,100,100,4631.199999988079,14739.099999964237,15356.199999988079,371398.0,8,09,animate,in,in
68,bht4czhyag645lg,21,23_a_out_in.mp4,100,100,10759.399999976158,12305.399999976158,12883.300000011921,385540.0,8,23,animate,out,in
69,bht4czhyag645lg,22,14_a_out_out.mp4,21,100,16135.199999988079,11511.299999952316,16836.19999998808,403883.0,8,14,animate,out,out
70,bht4czhyag645lg,23,14_p_out_out.mp4,80,10,6605.600000023842,10094.600000023842,10625.5,416272.0,8,14,inanimate,out,out
71,bht4czhyag645lg,24,17_a_out_out.mp4,1,100,10732.599999964237,3064.699999988079,11507.599999964237,428287.0,8,17,animate,out,out
72,bht4czhyag645lg,25,08_a_in_in.mp4,1,82,8837.5,11658.599999964237,13262.5,443552.0,8,08,animate,in,in
73,bht4czhyag645lg,26,02_a_in_out.mp4,32,85,6822.5,10836.400000035763,11407.600000023842,455964.0,8,02,animate,in,out
74,bht4czhyag645lg,27,04_a_in_out.mp4,92,84,9754.5,11579.5,12502.5,469977.0,8,04,animate,in,out
75,bht4czhyag645lg,28,06_p_in_out.mp4,86,13,4431.099999964237,6433.099999964237,7216.0,478197.0,8,06,inanimate,in,out
76,bht4czhyag645lg,29,16_p_out_out.mp4,66,19,11138.200000047684,13675.300000011921,14503.300000011921,494462.0,8,16,inanimate,out,out
77,bht4czhyag645lg,30,05_p_in_out.mp4,100,1,9992.700000047684,11492.600000023842,12047.800000011921,508013.0,8,05,inanimate,in,out
78,bht4czhyag645lg,31,13_a_out_out.mp4,100,100,4532.5,5633.399999976158,6254.5,515532.0,8,13,animate,out,out
79,bht4czhyag645lg,32,21_a_out_in.mp4,72,100,9038.0,10829.899999976158,11449.899999976158,527486.0,8,21,animate,out,in
80,bht4czhyag645lg,33,11_a_in_in.mp4,33,100,10530.600000023842,11914.5,12770.699999988079,542024.0,8,11,animate,in,in
81,bht4czhyag645lg,34,11_p_in_in.mp4,20,1,5352.600000023842,9729.600000023842,10828.600000023842,553606.0,8,11,inanimate,in,in
82,bht4czhyag645lg,35,20_p_out_in.mp4,20,22,5775.899999976158,7911.0,8343.899999976158,562454.0,8,20,inanimate,out,in
83,bht4czhyag645lg,36,01_p_in_out.mp4,70,14,4898.699999988079,6916.800000011921,7512.599999964237,571479.0,8,01,inanimate,in,out
84,bht4czhyag645lg,37,17_p_out_out.mp4,1,1,8099.599999964237,9439.599999964237,10045.599999964237,582280.0,8,17,inanimate,out,out
85,bht4czhyag645lg,38,18_p_out_out.mp4,1,1,9683.0,10821.099999964237,11529.300000011921,595063.0,8,18,inanimate,out,out
86,bht4czhyag645lg,39,05_a_in_out.mp4,100,100,5006.0,3504.900000035763,5720.100000023842,601287.0,8,05,animate,in,out
87,bht4czhyag645lg,40,06_a_in_out.mp4,67,100,3836.699999988079,4678.799999952316,5338.799999952316,607880.0,8,06,animate,in,out
88,bht4czhyag645lg,41,19_a_out_in.mp4,86,100,38566.10000002384,39848.10000002384,40449.19999998808,649333.0,8,19,animate,out,in
89,bht4czhyag645lg,42,24_p_out_in.mp4,75,14,4887.600000023842,6848.600000023842,7460.699999988079,658308.0,8,24,inanimate,out,in
90,bht4czhyag645lg,43,08_p_in_in.mp4,1,1,9926.800000011921,11215.900000035763,11795.700000047684,670610.0,8,08,inanimate,in,in
91,bht4czhyag645lg,44,15_a_out_out.mp4,70,100,4018.199999988079,5560.199999988079,6356.300000011921,677470.0,8,15,animate,out,out
92,bht4czhyag645lg,45,22_p_out_in.mp4,36,11,5065.0,12096.0,12891.900000035763,690615.0,8,22,inanimate,out,in
93,bht4czhyag645lg,46,21_p_out_in.mp4,35,1,5439.900000035763,7992.0,8625.0,699752.0,8,21,inanimate,out,in
94,bht4czhyag645lg,47,19_p_out_in.mp4,28,1,5077.900000035763,6405.900000035763,6998.900000035763,707006.0,8,19,inanimate,out,in
95,bht4czhyag645lg,48,03_p_in_out.mp4,100,27,5316.800000011921,9927.899999976158,10557.800000011921,718321.0,8,03,inanimate,in,out
96,26g5jp57pvqxkau,1,18_a_out_out.mp4,1,100,20273.79999999702,37417.20000000298,38506.29999999702,125462.0,9,18,animate,out,out
97,26g5jp57pvqxkau,2,17_a_out_out.mp4,1,100,11187.90000000596,14834.40000000596,18502.20000000298,144468.0,9,17,animate,out,out
98,26g5jp57pvqxkau,3,24_a_out_in.mp4,28,100,33434.5,37207.0,37725.0,183196.0,9,24,animate,out,in
99,26g5jp57pvqxkau,4,04_p_in_out.mp4,82,1,27785.69999999553,31846.89999999851,32535.5,215985.0,9,04,inanimate,in,out
100,26g5jp57pvqxkau,5,15_p_out_out.mp4,15,12,15733.39999999851,20730.29999999702,21323.19999999553,239062.0,9,15,inanimate,out,out
101,26g5jp57pvqxkau,6,23_a_out_in.mp4,70,100,9024.40000000596,10138.60000000149,10538.90000000596,251604.0,9,23,animate,out,in
102,26g5jp57pvqxkau,7,21_a_out_in.mp4,69,100,24349.60000000149,28947.30000000447,29442.40000000596,282550.0,9,21,animate,out,in
103,26g5jp57pvqxkau,8,18_p_out_out.mp4,1,1,10665.70000000298,12820.89999999851,14178.20000000298,297230.0,9,18,inanimate,out,out
104,26g5jp57pvqxkau,9,09_p_in_in.mp4,22,37,10236.60000000149,18244.5,18688.5,316922.0,9,09,inanimate,in,in
105,26g5jp57pvqxkau,10,02_a_in_out.mp4,1,100,15914.10000000149,17595.5,18238.39999999851,336414.0,9,02,animate,in,out
106,26g5jp57pvqxkau,11,20_p_out_in.mp4,80,24,15854.39999999851,17157.5,17656.69999999553,355074.0,9,20,inanimate,out,in
107,26g5jp57pvqxkau,12,03_p_in_out.mp4,100,1,5093.80000000447,9223.30000000447,9920.30000000447,365747.0,9,03,inanimate,in,out
108,26g5jp57pvqxkau,13,12_p_in_in.mp4,28,23,6452.5,8052.70000000298,8508.80000000447,376009.0,9,12,inanimate,in,in
109,26g5jp57pvqxkau,14,13_a_out_out.mp4,76,78,5048.79999999702,6303.10000000149,6692.20000000298,383455.0,9,13,animate,out,out
110,26g5jp57pvqxkau,15,13_p_out_out.mp4,28,1,5223.39999999851,9629.89999999851,10458.19999999553,395416.0,9,13,inanimate,out,out
111,26g5jp57pvqxkau,16,07_a_in_in.mp4,15,85,6379.5,12092.29999999702,12824.39999999851,408745.0,9,07,animate,in,in
112,26g5jp57pvqxkau,17,05_a_in_out.mp4,100,79,42914.19999999553,45687.5,46075.59999999404,455824.0,9,05,animate,in,out
113,26g5jp57pvqxkau,18,07_p_in_in.mp4,1,18,9754.80000000447,13504.5,14412.70000000298,471240.0,9,07,inanimate,in,in
114,26g5jp57pvqxkau,19,20_a_out_in.mp4,25,81,100862.0,8587.60000000149,101595.10000000149,573589.0,9,20,animate,out,in
115,26g5jp57pvqxkau,20,10_a_in_in.mp4,1,81,10205.70000000298,11615.0,12187.0,587279.0,9,10,animate,in,in
116,26g5jp57pvqxkau,21,12_a_in_in.mp4,1,100,6263.20000000298,7471.10000000149,7919.30000000447,596201.0,9,12,animate,in,in
117,26g5jp57pvqxkau,22,21_p_out_in.mp4,85,1,4690.19999999553,8727.79999999702,9427.79999999702,606133.0,9,21,inanimate,out,in
118,26g5jp57pvqxkau,23,06_p_in_out.mp4,100,1,4256.20000000298,11411.20000000298,12083.40000000596,619469.0,9,06,inanimate,in,out
119,26g5jp57pvqxkau,24,11_p_in_in.mp4,1,1,4901.39999999851,6018.60000000149,6544.39999999851,627768.0,9,11,inanimate,in,in
120,26g5jp57pvqxkau,25,08_p_in_in.mp4,21,1,89046.30000000447,90729.20000000298,91229.39999999851,721015.0,9,08,inanimate,in,in
121,26g5jp57pvqxkau,26,05_p_in_out.mp4,100,1,3912.2999999970198,5372.39999999851,5848.5,727367.0,9,05,inanimate,in,out
