,jspsychID,vid_num,agent,causal_rating,outcome,cf,outcome_cf
1688,ew8c4yo46q6ktp3,11,animate,21.0,in,in,in_in
1690,ew8c4yo46q6ktp3,12,animate,79.0,in,in,in_in
1692,ew8c4yo46q6ktp3,13,animate,-6.0,out,out,out_out
1694,ew8c4yo46q6ktp3,14,animate,-4.0,out,out,out_out
1696,ew8c4yo46q6ktp3,15,animate,2.0,out,out,out_out
1698,ew8c4yo46q6ktp3,16,animate,26.0,out,out,out_out
1700,ew8c4yo46q6ktp3,17,animate,85.0,out,out,out_out
1702,ew8c4yo46q6ktp3,18,animate,-17.0,out,out,out_out
1704,ew8c4yo46q6ktp3,19,animate,2.0,out,in,out_in
1706,ew8c4yo46q6ktp3,20,animate,0.0,out,in,out_in
1708,ew8c4yo46q6ktp3,21,animate,-9.0,out,in,out_in
1710,ew8c4yo46q6ktp3,22,animate,19.0,out,in,out_in
1712,ew8c4yo46q6ktp3,23,animate,-4.0,out,in,out_in
1714,ew8c4yo46q6ktp3,24,animate,69.0,out,in,out_in
1716,fphghwmmt376gvb,01,animate,-40.0,in,out,in_out
1718,fphghwmmt376gvb,02,animate,70.0,in,out,in_out
1720,fphghwmmt376gvb,03,animate,20.0,in,out,in_out
1722,fphghwmmt376gvb,04,animate,-70.0,in,out,in_out
1724,fphghwmmt376gvb,05,animate,-22.0,in,out,in_out
1726,fphghwmmt376gvb,06,animate,67.0,in,out,in_out
1728,fphghwmmt376gvb,09,animate,27.0,in,in,in_in
1730,fphghwmmt376gvb,10,animate,3.0,in,in,in_in
1732,fphghwmmt376gvb,11,animate,-2.0,in,in,in_in
1734,fphghwmmt376gvb,12,animate,0.0,in,in,in_in
1736,fphghwmmt376gvb,13,animate,13.0,out,out,out_out
1738,fphghwmmt376gvb,14,animate,38.0,out,out,out_out
1740,fphghwmmt376gvb,15,animate,-17.0,out,out,out_out
1742,fphghwmmt376gvb,16,animate,-23.0,out,out,out_out
1744,fphghwmmt376gvb,17,animate,-3.0,out,out,out_out
1746,fphghwmmt376gvb,18,animate,-71.0,out,out,out_out
1748,fphghwmmt376gvb,19,animate,-1.0,out,in,out_in
1750,fphghwmmt376gvb,20,animate,0.0,out,in,out_in
1752,fphghwmmt376gvb,21,animate,-99.0,out,in,out_in
1754,fphghwmmt376gvb,22,animate,-50.0,out,in,out_in
1756,fphghwmmt376gvb,23,animate,49.0,out,in,out_in
1758,fphghwmmt376gvb,24,animate,31.0,out,in,out_in
1760,fyl0cq6a8a6vz02,01,animate,1.0,in,out,in_out
1762,fyl0cq6a8a6vz02,02,animate,3.0,in,out,in_out
1764,fyl0cq6a8a6vz02,03,animate,6.0,in,out,in_out
1766,fyl0cq6a8a6vz02,04,animate,0.0,in,out,in_out
1768,fyl0cq6a8a6vz02,05,animate,0.0,in,out,in_out
1770,fyl0cq6a8a6vz02,06,animate,0.0,in,out,in_out
1772,fyl0cq6a8a6vz02,09,animate,79.0,in,in,in_in
1774,fyl0cq6a8a6vz02,10,animate,0.0,in,in,in_in
1776,fyl0cq6a8a6vz02,11,animate,-87.0,in,in,in_in
1778,fyl0cq6a8a6vz02,12,animate,-2.0,in,in,in_in
1780,fyl0cq6a8a6vz02,13,animate,-2.0,out,out,out_out
1782,fyl0cq6a8a6vz02,14,animate,20.0,out,out,out_out
1784,fyl0cq6a8a6vz02,15,animate,3.0,out,out,out_out
1786,fyl0cq6a8a6vz02,16,animate,12.0,out,out,out_out
1788,fyl0cq6a8a6vz02,17,animate,5.0,out,out,out_out
1790,fyl0cq6a8a6vz02,18,animate,16.0,out,out,out_out
1792,fyl0cq6a8a6vz02,19,animate,-2.0,out,in,out_in
1794,fyl0cq6a8a6vz02,20,animate,83.0,out,in,out_in
1796,fyl0cq6a8a6vz02,21,animate,77.0,out,in,out_in
1798,fyl0cq6a8a6vz02,22,animate,-89.0,out,in,out_in
1800,fyl0cq6a8a6vz02,23,animate,77.0,out,in,out_in
1802,fyl0cq6a8a6vz02,24,animate,2.0,out,in,out_in
1804,g8s0973unh6550j,01,animate,1.0,in,out,in_out
1806,g8s0973unh6550j,02,animate,9.0,in,out,in_out
1808,g8s0973unh6550j,03,animate,-92.0,in,out,in_out
1810,g8s0973unh6550j,04,animate,-2.0,in,out,in_out
1812,g8s0973unh6550j,05,animate,3.0,in,out,in_out
1814,g8s0973unh6550j,06,animate,-5.0,in,out,in_out
1816,g8s0973unh6550j,09,animate,6.0,in,in,in_in
1818,g8s0973unh6550j,10,animate,4.0,in,in,in_in
1820,g8s0973unh6550j,11,animate,-1.0,in,in,in_in
1822,g8s0973unh6550j,12,animate,-10.0,in,in,in_in
1824,g8s0973unh6550j,13,animate,-6.0,out,out,out_out
1826,g8s0973unh6550j,14,animate,-1.0,out,out,out_out
1828,g8s0973unh6550j,15,animate,6.0,out,out,out_out
1830,g8s0973unh6550j,16,animate,-15.0,out,out,out_out
1832,g8s0973unh6550j,17,animate,1.0,out,out,out_out
1834,g8s0973unh6550j,18,animate,8.0,out,out,out_out
1836,g8s0973unh6550j,19,animate,-1.0,out,in,out_in
1838,g8s0973unh6550j,20,animate,3.0,out,in,out_in
1840,g8s0973unh6550j,21,animate,77.0,out,in,out_in
1842,g8s0973unh6550j,22,animate,1.0,out,in,out_in
1844,g8s0973unh6550j,23,animate,1.0,out,in,out_in
1846,g8s0973unh6550j,24,animate,-95.0,out,in,out_in
1848,h6mjtsg210k3vk5,01,animate,-11.0,in,out,in_out
1850,h6mjtsg210k3vk5,02,animate,15.0,in,out,in_out
1852,h6mjtsg210k3vk5,03,animate,-21.0,in,out,in_out
1854,h6mjtsg210k3vk5,04,animate,24.0,in,out,in_out
1856,h6mjtsg210k3vk5,05,animate,0.0,in,out,in_out
1858,h6mjtsg210k3vk5,06,animate,0.0,in,out,in_out
1860,h6mjtsg210k3vk5,09,animate,-35.0,in,in,in_in
1862,h6mjtsg210k3vk5,10,animate,-5.0,in,in,in_in
1864,h6mjtsg210k3vk5,11,animate,-6.0,in,in,in_in
1866,h6mjtsg210k3vk5,12,animate,6.0,in,in,in_in
1868,h6mjtsg210k3vk5,13,animate,35.0,out,out,out_out
1870,h6mjtsg210k3vk5,14,animate,38.0,out,out,out_out
1872,h6mjtsg210k3vk5,15,animate,-11.0,out,out,out_out
1874,h6mjtsg210k3vk5,16,animate,4.0,out,out,out_out
1876,h6mjtsg210k3vk5,17,animate,0.0,out,out,out_out
1878,h6mjtsg210k3vk5,18,animate,0.0,out,out,out_out
1880,h6mjtsg210k3vk5,19,animate,4.0,out,in,out_in
1882,h6mjtsg210k3vk5,20,animate,-56.0,out,in,out_in
1884,h6mjtsg210k3vk5,21,animate,-13.0,out,in,out_in
1886,h6mjtsg210k3vk5,22,animate,7.0,out,in,out_in
1888,h6mjtsg210k3vk5,23,animate,18.0,out,in,out_in
1890,h6mjtsg210k3vk5,24,animate,6.0,out,in,out_in
1892,ha0r8oguzma28oh,01,animate,7.0,in,out,in_out
1894,ha0r8oguzma28oh,02,animate,-76.0,in,out,in_out
1896,ha0r8oguzma28oh,03,animate,16.0,in,out,in_out
1898,ha0r8oguzma28oh,04,animate,21.0,in,out,in_out
1900,ha0r8oguzma28oh,05,animate,-3.0,in,out,in_out
1902,ha0r8oguzma28oh,06,animate,10.0,in,out,in_out
1904,ha0r8oguzma28oh,09,animate,-14.0,in,in,in_in
1906,ha0r8oguzma28oh,10,animate,-53.0,in,in,in_in
1908,ha0r8oguzma28oh,11,animate,-42.0,in,in,in_in
1910,ha0r8oguzma28oh,12,animate,-25.0,in,in,in_in
1912,ha0r8oguzma28oh,13,animate,7.0,out,out,out_out
1914,ha0r8oguzma28oh,14,animate,-3.0,out,out,out_out
1916,ha0r8oguzma28oh,15,animate,-17.0,out,out,out_out
1918,ha0r8oguzma28oh,16,animate,0.0,out,out,out_out
1920,ha0r8oguzma28oh,17,animate,-34.0,out,out,out_out
1922,ha0r8oguzma28oh,18,animate,-1.0,out,out,out_out
1924,ha0r8oguzma28oh,19,animate,37.0,out,in,out_in
1926,ha0r8oguzma28oh,20,animate,11.0,out,in,out_in
1928,ha0r8oguzma28oh,21,animate,-32.0,out,in,out_in
1930,ha0r8oguzma28oh,22,animate,-25.0,out,in,out_in
1932,ha0r8oguzma28oh,23,animate,-35.0,out,in,out_in
1934,ha0r8oguzma28oh,24,animate,12.0,out,in,out_in
1936,hm3ylwamz4yutgo,01,animate,96.0,in,out,in_out
1938,hm3ylwamz4yutgo,02,animate,0.0,in,out,in_out
1940,hm3ylwamz4yutgo,03,animate,97.0,in,out,in_out
1942,hm3ylwamz4yutgo,04,animate,0.0,in,out,in_out
1944,hm3ylwamz4yutgo,05,animate,0.0,in,out,in_out
1946,hm3ylwamz4yutgo,06,animate,2.0,in,out,in_out
1948,hm3ylwamz4yutgo,09,animate,0.0,in,in,in_in
1950,hm3ylwamz4yutgo,10,animate,0.0,in,in,in_in
1952,hm3ylwamz4yutgo,11,animate,0.0,in,in,in_in
1954,hm3ylwamz4yutgo,12,animate,0.0,in,in,in_in
1956,hm3ylwamz4yutgo,13,animate,0.0,out,out,out_out
1958,hm3ylwamz4yutgo,14,animate,4.0,out,out,out_out
1960,hm3ylwamz4yutgo,15,animate,99.0,out,out,out_out
1962,hm3ylwamz4yutgo,16,animate,0.0,out,out,out_out
1964,hm3ylwamz4yutgo,17,animate,0.0,out,out,out_out
1966,hm3ylwamz4yutgo,18,animate,0.0,out,out,out_out
1968,hm3ylwamz4yutgo,19,animate,-11.0,out,in,out_in
1970,hm3ylwamz4yutgo,20,animate,92.0,out,in,out_in
1972,hm3ylwamz4yutgo,21,animate,-5.0,out,in,out_in
1974,hm3ylwamz4yutgo,22,animate,7.0,out,in,out_in
1976,hm3ylwamz4yutgo,23,animate,0.0,out,in,out_in
1978,hm3ylwamz4yutgo,24,animate,5.0,out,in,out_in
1980,jkov8xlj7x4g9xy,01,animate,3.0,in,out,in_out
1982,jkov8xlj7x4g9xy,02,animate,0.0,in,out,in_out
1984,jkov8xlj7x4g9xy,03,animate,0.0,in,out,in_out
1986,jkov8xlj7x4g9xy,04,animate,99.0,in,out,in_out
1988,jkov8xlj7x4g9xy,05,animate,0.0,in,out,in_out
1990,jkov8xlj7x4g9xy,06,animate,0.0,in,out,in_out
1992,jkov8xlj7x4g9xy,09,animate,-59.0,in,in,in_in
1994,jkov8xlj7x4g9xy,10,animate,17.0,in,in,in_in
1996,jkov8xlj7x4g9xy,11,animate,-20.0,in,in,in_in
1998,jkov8xlj7x4g9xy,12,animate,0.0,in,in,in_in
2000,jkov8xlj7x4g9xy,13,animate,-5.0,out,out,out_out
2002,jkov8xlj7x4g9xy,14,animate,0.0,out,out,out_out
2004,jkov8xlj7x4g9xy,15,animate,16.0,out,out,out_out
2006,jkov8xlj7x4g9xy,16,animate,0.0,out,out,out_out
2008,jkov8xlj7x4g9xy,17,animate,0.0,out,out,out_out
2010,jkov8xlj7x4g9xy,18,animate,1.0,out,out,out_out
2012,jkov8xlj7x4g9xy,19,animate,-4.0,out,in,out_in
2014,jkov8xlj7x4g9xy,20,animate,88.0,out,in,out_in
2016,jkov8xlj7x4g9xy,21,animate,0.0,out,in,out_in
2018,jkov8xlj7x4g9xy,22,animate,0.0,out,in,out_in
2020,jkov8xlj7x4g9xy,23,animate,7.0,out,in,out_in
2022,jkov8xlj7x4g9xy,24,animate,99.0,out,in,out_in
2024,jqjw4dz655upgom,01,animate,0.0,in,out,in_out
2026,jqjw4dz655upgom,02,animate,0.0,in,out,in_out
2028,jqjw4dz655upgom,03,animate,7.0,in,out,in_out
2030,jqjw4dz655upgom,04,animate,-81.0,in,out,in_out
2032,jqjw4dz655upgom,05,animate,0.0,in,out,in_out
2034,jqjw4dz655upgom,06,animate,0.0,in,out,in_out
2036,jqjw4dz655upgom,09,animate,0.0,in,in,in_in
2038,jqjw4dz655upgom,10,animate,0.0,in,in,in_in
2040,jqjw4dz655upgom,11,animate,-13.0,in,in,in_in
2042,jqjw4dz655upgom,12,animate,-5.0,in,in,in_in
2044,jqjw4dz655upgom,13,animate,0.0,out,out,out_out
2046,jqjw4dz655upgom,14,animate,-21.0,out,out,out_out
2048,jqjw4dz655upgom,15,animate,78.0,out,out,out_out
2050,jqjw4dz655upgom,16,animate,31.0,out,out,out_out
2052,jqjw4dz655upgom,17,animate,0.0,out,out,out_out
2054,jqjw4dz655upgom,18,animate,0.0,out,out,out_out
2056,jqjw4dz655upgom,19,animate,0.0,out,in,out_in
2058,jqjw4dz655upgom,20,animate,99.0,out,in,out_in
2060,jqjw4dz655upgom,21,animate,0.0,out,in,out_in
2062,jqjw4dz655upgom,22,animate,99.0,out,in,out_in
2064,jqjw4dz655upgom,23,animate,0.0,out,in,out_in
2066,jqjw4dz655upgom,24,animate,0.0,out,in,out_in
2068,jsk29ohbeorw0rk,01,animate,-35.0,in,out,in_out
2070,jsk29ohbeorw0rk,02,animate,-62.0,in,out,in_out
2072,jsk29ohbeorw0rk,03,animate,-1.0,in,out,in_out
2074,jsk29ohbeorw0rk,04,animate,-13.0,in,out,in_out
2076,jsk29ohbeorw0rk,05,animate,0.0,in,out,in_out
2078,jsk29ohbeorw0rk,06,animate,-1.0,in,out,in_out
2080,jsk29ohbeorw0rk,09,animate,-2.0,in,in,in_in
2082,jsk29ohbeorw0rk,10,animate,-26.0,in,in,in_in
2084,jsk29ohbeorw0rk,11,animate,-2.0,in,in,in_in
2086,jsk29ohbeorw0rk,12,animate,0.0,in,in,in_in
2088,jsk29ohbeorw0rk,13,animate,12.0,out,out,out_out
2090,jsk29ohbeorw0rk,14,animate,-27.0,out,out,out_out
2092,jsk29ohbeorw0rk,15,animate,-3.0,out,out,out_out
2094,jsk29ohbeorw0rk,16,animate,-12.0,out,out,out_out
2096,jsk29ohbeorw0rk,17,animate,1.0,out,out,out_out
2098,jsk29ohbeorw0rk,18,animate,2.0,out,out,out_out
2100,jsk29ohbeorw0rk,19,animate,-98.0,out,in,out_in
2102,jsk29ohbeorw0rk,20,animate,99.0,out,in,out_in
2104,jsk29ohbeorw0rk,21,animate,12.0,out,in,out_in
2106,jsk29ohbeorw0rk,22,animate,82.0,out,in,out_in
2108,jsk29ohbeorw0rk,23,animate,0.0,out,in,out_in
2110,jsk29ohbeorw0rk,24,animate,-1.0,out,in,out_in
2112,jsr4u272s1fxhbg,01,animate,9.0,in,out,in_out
2114,jsr4u272s1fxhbg,02,animate,1.0,in,out,in_out
2116,jsr4u272s1fxhbg,03,animate,0.0,in,out,in_out
2118,jsr4u272s1fxhbg,04,animate,4.0,in,out,in_out
2120,jsr4u272s1fxhbg,05,animate,0.0,in,out,in_out
2122,jsr4u272s1fxhbg,06,animate,-4.0,in,out,in_out
2124,jsr4u272s1fxhbg,09,animate,0.0,in,in,in_in
2126,jsr4u272s1fxhbg,10,animate,-13.0,in,in,in_in
2128,jsr4u272s1fxhbg,11,animate,94.0,in,in,in_in
2130,jsr4u272s1fxhbg,12,animate,-4.0,in,in,in_in
2132,jsr4u272s1fxhbg,13,animate,47.0,out,out,out_out
2134,jsr4u272s1fxhbg,14,animate,0.0,out,out,out_out
2136,jsr4u272s1fxhbg,15,animate,-20.0,out,out,out_out
2138,jsr4u272s1fxhbg,16,animate,-10.0,out,out,out_out
2140,jsr4u272s1fxhbg,17,animate,2.0,out,out,out_out
2142,jsr4u272s1fxhbg,18,animate,0.0,out,out,out_out
2144,jsr4u272s1fxhbg,19,animate,0.0,out,in,out_in
2146,jsr4u272s1fxhbg,20,animate,0.0,out,in,out_in
2148,jsr4u272s1fxhbg,21,animate,3.0,out,in,out_in
2150,jsr4u272s1fxhbg,22,animate,0.0,out,in,out_in
2152,jsr4u272s1fxhbg,23,animate,-20.0,out,in,out_in
2154,jsr4u272s1fxhbg,24,animate,-44.0,out,in,out_in
2156,l5r6r5mcdbxap32,01,animate,60.0,in,out,in_out
2158,l5r6r5mcdbxap32,02,animate,-6.0,in,out,in_out
2160,l5r6r5mcdbxap32,03,animate,0.0,in,out,in_out
2162,l5r6r5mcdbxap32,04,animate,1.0,in,out,in_out
2164,l5r6r5mcdbxap32,05,animate,0.0,in,out,in_out
2166,l5r6r5mcdbxap32,06,animate,-28.0,in,out,in_out
2168,l5r6r5mcdbxap32,09,animate,28.0,in,in,in_in
2170,l5r6r5mcdbxap32,10,animate,-6.0,in,in,in_in
2172,l5r6r5mcdbxap32,11,animate,-12.0,in,in,in_in
2174,l5r6r5mcdbxap32,12,animate,-1.0,in,in,in_in
2176,l5r6r5mcdbxap32,13,animate,-19.0,out,out,out_out
2178,l5r6r5mcdbxap32,14,animate,18.0,out,out,out_out
2180,l5r6r5mcdbxap32,15,animate,31.0,out,out,out_out
2182,l5r6r5mcdbxap32,16,animate,64.0,out,out,out_out
2184,l5r6r5mcdbxap32,17,animate,0.0,out,out,out_out
2186,l5r6r5mcdbxap32,18,animate,-8.0,out,out,out_out
2188,l5r6r5mcdbxap32,19,animate,6.0,out,in,out_in
2190,l5r6r5mcdbxap32,20,animate,97.0,out,in,out_in
2192,l5r6r5mcdbxap32,21,animate,12.0,out,in,out_in
2194,l5r6r5mcdbxap32,22,animate,57.0,out,in,out_in
2196,l5r6r5mcdbxap32,23,animate,28.0,out,in,out_in
2198,l5r6r5mcdbxap32,24,animate,79.0,out,in,out_in
2200,lntq1tu3mh22jor,01,animate,0.0,in,out,in_out
2202,lntq1tu3mh22jor,02,animate,-99.0,in,out,in_out
2204,lntq1tu3mh22jor,03,animate,0.0,in,out,in_out
2206,lntq1tu3mh22jor,04,animate,0.0,in,out,in_out
2208,lntq1tu3mh22jor,05,animate,0.0,in,out,in_out
2210,lntq1tu3mh22jor,06,animate,0.0,in,out,in_out
2212,lntq1tu3mh22jor,09,animate,0.0,in,in,in_in
2214,lntq1tu3mh22jor,10,animate,0.0,in,in,in_in
2216,lntq1tu3mh22jor,11,animate,99.0,in,in,in_in
2218,lntq1tu3mh22jor,12,animate,0.0,in,in,in_in
2220,lntq1tu3mh22jor,13,animate,-99.0,out,out,out_out
2222,lntq1tu3mh22jor,14,animate,0.0,out,out,out_out
2224,lntq1tu3mh22jor,15,animate,99.0,out,out,out_out
2226,lntq1tu3mh22jor,16,animate,0.0,out,out,out_out
2228,lntq1tu3mh22jor,17,animate,0.0,out,out,out_out
2230,lntq1tu3mh22jor,18,animate,99.0,out,out,out_out
2232,lntq1tu3mh22jor,19,animate,0.0,out,in,out_in
2234,lntq1tu3mh22jor,20,animate,0.0,out,in,out_in
2236,lntq1tu3mh22jor,21,animate,99.0,out,in,out_in
2238,lntq1tu3mh22jor,22,animate,0.0,out,in,out_in
2240,lntq1tu3mh22jor,23,animate,-99.0,out,in,out_in
2242,lntq1tu3mh22jor,24,animate,99.0,out,in,out_in
2244,lqd8p9cj1l4y9su,01,animate,6.0,in,out,in_out
2246,lqd8p9cj1l4y9su,02,animate,26.0,in,out,in_out
2248,lqd8p9cj1l4y9su,03,animate,0.0,in,out,in_out
2250,lqd8p9cj1l4y9su,04,animate,-2.0,in,out,in_out
2252,lqd8p9cj1l4y9su,05,animate,0.0,in,out,in_out
2254,lqd8p9cj1l4y9su,06,animate,0.0,in,out,in_out
2256,lqd8p9cj1l4y9su,09,animate,15.0,in,in,in_in
2258,lqd8p9cj1l4y9su,10,animate,0.0,in,in,in_in
2260,lqd8p9cj1l4y9su,11,animate,25.0,in,in,in_in
2262,lqd8p9cj1l4y9su,12,animate,-14.0,in,in,in_in
2264,lqd8p9cj1l4y9su,13,animate,-4.0,out,out,out_out
2266,lqd8p9cj1l4y9su,14,animate,1.0,out,out,out_out
2268,lqd8p9cj1l4y9su,15,animate,64.0,out,out,out_out
2270,lqd8p9cj1l4y9su,16,animate,-43.0,out,out,out_out
2272,lqd8p9cj1l4y9su,17,animate,1.0,out,out,out_out
2274,lqd8p9cj1l4y9su,18,animate,0.0,out,out,out_out
2276,lqd8p9cj1l4y9su,19,animate,-16.0,out,in,out_in
2278,lqd8p9cj1l4y9su,20,animate,-10.0,out,in,out_in
2280,lqd8p9cj1l4y9su,21,animate,66.0,out,in,out_in
2282,lqd8p9cj1l4y9su,22,animate,2.0,out,in,out_in
2284,lqd8p9cj1l4y9su,23,animate,-14.0,out,in,out_in
2286,lqd8p9cj1l4y9su,24,animate,-59.0,out,in,out_in
2288,m09xkn4vtyo1ll6,01,animate,-15.0,in,out,in_out
2290,m09xkn4vtyo1ll6,02,animate,2.0,in,out,in_out
2292,m09xkn4vtyo1ll6,03,animate,0.0,in,out,in_out
2294,m09xkn4vtyo1ll6,04,animate,0.0,in,out,in_out
2296,m09xkn4vtyo1ll6,05,animate,0.0,in,out,in_out
2298,m09xkn4vtyo1ll6,06,animate,0.0,in,out,in_out
2300,m09xkn4vtyo1ll6,09,animate,-14.0,in,in,in_in
2302,m09xkn4vtyo1ll6,10,animate,0.0,in,in,in_in
2304,m09xkn4vtyo1ll6,11,animate,-43.0,in,in,in_in
2306,m09xkn4vtyo1ll6,12,animate,0.0,in,in,in_in
2308,m09xkn4vtyo1ll6,13,animate,47.0,out,out,out_out
2310,m09xkn4vtyo1ll6,14,animate,24.0,out,out,out_out
2312,m09xkn4vtyo1ll6,15,animate,21.0,out,out,out_out
2314,m09xkn4vtyo1ll6,16,animate,0.0,out,out,out_out
2316,m09xkn4vtyo1ll6,17,animate,0.0,out,out,out_out
2318,m09xkn4vtyo1ll6,18,animate,1.0,out,out,out_out
2320,m09xkn4vtyo1ll6,19,animate,-18.0,out,in,out_in
2322,m09xkn4vtyo1ll6,20,animate,-4.0,out,in,out_in
2324,m09xkn4vtyo1ll6,21,animate,-11.0,out,in,out_in
2326,m09xkn4vtyo1ll6,22,animate,0.0,out,in,out_in
2328,m09xkn4vtyo1ll6,23,animate,-45.0,out,in,out_in
2330,m09xkn4vtyo1ll6,24,animate,38.0,out,in,out_in
2332,m1clm7qw9njgn2f,01,animate,-8.0,in,out,in_out
2334,m1clm7qw9njgn2f,02,animate,-7.0,in,out,in_out
2336,m1clm7qw9njgn2f,03,animate,-6.0,in,out,in_out
2338,m1clm7qw9njgn2f,04,animate,10.0,in,out,in_out
2340,m1clm7qw9njgn2f,05,animate,0.0,in,out,in_out
2342,m1clm7qw9njgn2f,06,animate,0.0,in,out,in_out
2344,m1clm7qw9njgn2f,09,animate,-3.0,in,in,in_in
2346,m1clm7qw9njgn2f,10,animate,0.0,in,in,in_in
2348,m1clm7qw9njgn2f,11,animate,-66.0,in,in,in_in
2350,m1clm7qw9njgn2f,12,animate,0.0,in,in,in_in
2352,m1clm7qw9njgn2f,13,animate,-77.0,out,out,out_out
2354,m1clm7qw9njgn2f,14,animate,-16.0,out,out,out_out
2356,m1clm7qw9njgn2f,15,animate,-14.0,out,out,out_out
2358,m1clm7qw9njgn2f,16,animate,-90.0,out,out,out_out
2360,m1clm7qw9njgn2f,17,animate,0.0,out,out,out_out
2362,m1clm7qw9njgn2f,18,animate,0.0,out,out,out_out
2364,m1clm7qw9njgn2f,19,animate,2.0,out,in,out_in
2366,m1clm7qw9njgn2f,20,animate,-59.0,out,in,out_in
2368,m1clm7qw9njgn2f,21,animate,-12.0,out,in,out_in
2370,m1clm7qw9njgn2f,22,animate,-3.0,out,in,out_in
2372,m1clm7qw9njgn2f,23,animate,-51.0,out,in,out_in
2374,m1clm7qw9njgn2f,24,animate,-68.0,out,in,out_in
2376,m9ooowrbwqtlzcc,01,animate,-62.0,in,out,in_out
2378,m9ooowrbwqtlzcc,02,animate,-28.0,in,out,in_out
2380,m9ooowrbwqtlzcc,03,animate,18.0,in,out,in_out
2382,m9ooowrbwqtlzcc,04,animate,11.0,in,out,in_out
2384,m9ooowrbwqtlzcc,05,animate,0.0,in,out,in_out
2386,m9ooowrbwqtlzcc,06,animate,0.0,in,out,in_out
2388,m9ooowrbwqtlzcc,09,animate,-21.0,in,in,in_in
2390,m9ooowrbwqtlzcc,10,animate,4.0,in,in,in_in
2392,m9ooowrbwqtlzcc,11,animate,2.0,in,in,in_in
2394,m9ooowrbwqtlzcc,12,animate,79.0,in,in,in_in
2396,m9ooowrbwqtlzcc,13,animate,-4.0,out,out,out_out
2398,m9ooowrbwqtlzcc,14,animate,27.0,out,out,out_out
2400,m9ooowrbwqtlzcc,15,animate,-39.0,out,out,out_out
2402,m9ooowrbwqtlzcc,16,animate,13.0,out,out,out_out
2404,m9ooowrbwqtlzcc,17,animate,0.0,out,out,out_out
2406,m9ooowrbwqtlzcc,18,animate,0.0,out,out,out_out
2408,m9ooowrbwqtlzcc,19,animate,28.0,out,in,out_in
2410,m9ooowrbwqtlzcc,20,animate,-2.0,out,in,out_in
2412,m9ooowrbwqtlzcc,21,animate,-54.0,out,in,out_in
2414,m9ooowrbwqtlzcc,22,animate,16.0,out,in,out_in
2416,m9ooowrbwqtlzcc,23,animate,15.0,out,in,out_in
2418,m9ooowrbwqtlzcc,24,animate,65.0,out,in,out_in
2420,m9y2t3jb6oqbu8j,01,animate,-2.0,in,out,in_out
2422,m9y2t3jb6oqbu8j,02,animate,4.0,in,out,in_out
2424,m9y2t3jb6oqbu8j,03,animate,0.0,in,out,in_out
2426,m9y2t3jb6oqbu8j,04,animate,-8.0,in,out,in_out
2428,m9y2t3jb6oqbu8j,05,animate,0.0,in,out,in_out
2430,m9y2t3jb6oqbu8j,06,animate,0.0,in,out,in_out
2432,m9y2t3jb6oqbu8j,09,animate,10.0,in,in,in_in
2434,m9y2t3jb6oqbu8j,10,animate,-32.0,in,in,in_in
2436,m9y2t3jb6oqbu8j,11,animate,0.0,in,in,in_in
2438,m9y2t3jb6oqbu8j,12,animate,0.0,in,in,in_in
2440,m9y2t3jb6oqbu8j,13,animate,-37.0,out,out,out_out
2442,m9y2t3jb6oqbu8j,14,animate,0.0,out,out,out_out
2444,m9y2t3jb6oqbu8j,15,animate,40.0,out,out,out_out
2446,m9y2t3jb6oqbu8j,16,animate,-17.0,out,out,out_out
2448,m9y2t3jb6oqbu8j,17,animate,0.0,out,out,out_out
2450,m9y2t3jb6oqbu8j,18,animate,0.0,out,out,out_out
2453,m9y2t3jb6oqbu8j,20,animate,31.0,out,in,out_in
2455,m9y2t3jb6oqbu8j,21,animate,75.0,out,in,out_in
2457,m9y2t3jb6oqbu8j,22,animate,0.0,out,in,out_in
2459,m9y2t3jb6oqbu8j,23,animate,23.0,out,in,out_in
2461,m9y2t3jb6oqbu8j,24,animate,-4.0,out,in,out_in
2463,mh46p2b523yy1qu,01,animate,17.0,in,out,in_out
2465,mh46p2b523yy1qu,02,animate,-44.0,in,out,in_out
2467,mh46p2b523yy1qu,03,animate,4.0,in,out,in_out
2469,mh46p2b523yy1qu,04,animate,-14.0,in,out,in_out
2471,mh46p2b523yy1qu,05,animate,0.0,in,out,in_out
2473,mh46p2b523yy1qu,06,animate,0.0,in,out,in_out
2475,mh46p2b523yy1qu,09,animate,6.0,in,in,in_in
2477,mh46p2b523yy1qu,10,animate,-39.0,in,in,in_in
2479,mh46p2b523yy1qu,11,animate,-3.0,in,in,in_in
2481,mh46p2b523yy1qu,12,animate,-1.0,in,in,in_in
2483,mh46p2b523yy1qu,13,animate,0.0,out,out,out_out
2485,mh46p2b523yy1qu,14,animate,0.0,out,out,out_out
2487,mh46p2b523yy1qu,15,animate,-4.0,out,out,out_out
2489,mh46p2b523yy1qu,16,animate,-64.0,out,out,out_out
2491,mh46p2b523yy1qu,17,animate,0.0,out,out,out_out
2493,mh46p2b523yy1qu,18,animate,0.0,out,out,out_out
2495,mh46p2b523yy1qu,19,animate,14.0,out,in,out_in
2497,mh46p2b523yy1qu,20,animate,-11.0,out,in,out_in
2499,mh46p2b523yy1qu,21,animate,-37.0,out,in,out_in
2501,mh46p2b523yy1qu,22,animate,29.0,out,in,out_in
2503,mh46p2b523yy1qu,23,animate,-8.0,out,in,out_in
