,jspsychID,vid_num,agent,causal_rating,outcome,cf,outcome_cf
850,8fagyl3mzaragen,10,animate,-99.0,in,in,in_in
852,8fagyl3mzaragen,11,animate,33.0,in,in,in_in
854,8fagyl3mzaragen,12,animate,0.0,in,in,in_in
856,8fagyl3mzaragen,13,animate,0.0,out,out,out_out
858,8fagyl3mzaragen,14,animate,0.0,out,out,out_out
860,8fagyl3mzaragen,15,animate,99.0,out,out,out_out
862,8fagyl3mzaragen,16,animate,0.0,out,out,out_out
864,8fagyl3mzaragen,17,animate,0.0,out,out,out_out
866,8fagyl3mzaragen,18,animate,0.0,out,out,out_out
868,8fagyl3mzaragen,19,animate,0.0,out,in,out_in
870,8fagyl3mzaragen,20,animate,-99.0,out,in,out_in
872,8fagyl3mzaragen,21,animate,-61.0,out,in,out_in
874,8fagyl3mzaragen,22,animate,64.0,out,in,out_in
876,8fagyl3mzaragen,23,animate,62.0,out,in,out_in
878,8fagyl3mzaragen,24,animate,99.0,out,in,out_in
880,8jp4cr21yjo1hjk,01,animate,-49.0,in,out,in_out
882,8jp4cr21yjo1hjk,02,animate,9.0,in,out,in_out
884,8jp4cr21yjo1hjk,03,animate,1.0,in,out,in_out
886,8jp4cr21yjo1hjk,04,animate,6.0,in,out,in_out
888,8jp4cr21yjo1hjk,05,animate,-74.0,in,out,in_out
890,8jp4cr21yjo1hjk,06,animate,85.0,in,out,in_out
892,8jp4cr21yjo1hjk,09,animate,1.0,in,in,in_in
894,8jp4cr21yjo1hjk,10,animate,-93.0,in,in,in_in
896,8jp4cr21yjo1hjk,11,animate,-2.0,in,in,in_in
898,8jp4cr21yjo1hjk,12,animate,-1.0,in,in,in_in
900,8jp4cr21yjo1hjk,13,animate,99.0,out,out,out_out
902,8jp4cr21yjo1hjk,14,animate,-71.0,out,out,out_out
904,8jp4cr21yjo1hjk,15,animate,70.0,out,out,out_out
906,8jp4cr21yjo1hjk,16,animate,39.0,out,out,out_out
908,8jp4cr21yjo1hjk,17,animate,74.0,out,out,out_out
910,8jp4cr21yjo1hjk,18,animate,-2.0,out,out,out_out
912,8jp4cr21yjo1hjk,19,animate,-90.0,out,in,out_in
914,8jp4cr21yjo1hjk,20,animate,54.0,out,in,out_in
916,8jp4cr21yjo1hjk,21,animate,-98.0,out,in,out_in
918,8jp4cr21yjo1hjk,22,animate,-21.0,out,in,out_in
920,8jp4cr21yjo1hjk,23,animate,4.0,out,in,out_in
922,8jp4cr21yjo1hjk,24,animate,-97.0,out,in,out_in
924,8pn8lqj2pmralym,01,animate,-83.0,in,out,in_out
926,8pn8lqj2pmralym,02,animate,65.0,in,out,in_out
928,8pn8lqj2pmralym,03,animate,31.0,in,out,in_out
930,8pn8lqj2pmralym,04,animate,0.0,in,out,in_out
932,8pn8lqj2pmralym,05,animate,2.0,in,out,in_out
934,8pn8lqj2pmralym,06,animate,-13.0,in,out,in_out
936,8pn8lqj2pmralym,09,animate,94.0,in,in,in_in
938,8pn8lqj2pmralym,10,animate,-19.0,in,in,in_in
940,8pn8lqj2pmralym,11,animate,-55.0,in,in,in_in
942,8pn8lqj2pmralym,12,animate,-2.0,in,in,in_in
944,8pn8lqj2pmralym,13,animate,-7.0,out,out,out_out
946,8pn8lqj2pmralym,14,animate,82.0,out,out,out_out
948,8pn8lqj2pmralym,15,animate,81.0,out,out,out_out
950,8pn8lqj2pmralym,16,animate,-8.0,out,out,out_out
952,8pn8lqj2pmralym,17,animate,0.0,out,out,out_out
954,8pn8lqj2pmralym,18,animate,0.0,out,out,out_out
956,8pn8lqj2pmralym,19,animate,11.0,out,in,out_in
958,8pn8lqj2pmralym,20,animate,-2.0,out,in,out_in
960,8pn8lqj2pmralym,21,animate,59.0,out,in,out_in
962,8pn8lqj2pmralym,22,animate,11.0,out,in,out_in
964,8pn8lqj2pmralym,23,animate,75.0,out,in,out_in
966,8pn8lqj2pmralym,24,animate,-8.0,out,in,out_in
968,9b3yb9fsrk4mwab,01,animate,0.0,in,out,in_out
970,9b3yb9fsrk4mwab,02,animate,-99.0,in,out,in_out
972,9b3yb9fsrk4mwab,03,animate,0.0,in,out,in_out
974,9b3yb9fsrk4mwab,04,animate,0.0,in,out,in_out
976,9b3yb9fsrk4mwab,05,animate,0.0,in,out,in_out
978,9b3yb9fsrk4mwab,06,animate,0.0,in,out,in_out
980,9b3yb9fsrk4mwab,09,animate,0.0,in,in,in_in
982,9b3yb9fsrk4mwab,10,animate,0.0,in,in,in_in
984,9b3yb9fsrk4mwab,11,animate,98.0,in,in,in_in
986,9b3yb9fsrk4mwab,12,animate,0.0,in,in,in_in
988,9b3yb9fsrk4mwab,13,animate,0.0,out,out,out_out
990,9b3yb9fsrk4mwab,14,animate,0.0,out,out,out_out
992,9b3yb9fsrk4mwab,15,animate,0.0,out,out,out_out
994,9b3yb9fsrk4mwab,16,animate,0.0,out,out,out_out
996,9b3yb9fsrk4mwab,17,animate,0.0,out,out,out_out
998,9b3yb9fsrk4mwab,18,animate,-1.0,out,out,out_out
1000,9b3yb9fsrk4mwab,19,animate,-99.0,out,in,out_in
1002,9b3yb9fsrk4mwab,20,animate,-99.0,out,in,out_in
1004,9b3yb9fsrk4mwab,21,animate,0.0,out,in,out_in
1006,9b3yb9fsrk4mwab,22,animate,0.0,out,in,out_in
1008,9b3yb9fsrk4mwab,23,animate,0.0,out,in,out_in
1010,9b3yb9fsrk4mwab,24,animate,0.0,out,in,out_in
1012,9xysvf8aedhv2cn,01,animate,3.0,in,out,in_out
1014,9xysvf8aedhv2cn,02,animate,1.0,in,out,in_out
1016,9xysvf8aedhv2cn,03,animate,99.0,in,out,in_out
1018,9xysvf8aedhv2cn,04,animate,-20.0,in,out,in_out
1020,9xysvf8aedhv2cn,05,animate,0.0,in,out,in_out
1022,9xysvf8aedhv2cn,06,animate,-19.0,in,out,in_out
1024,9xysvf8aedhv2cn,09,animate,-20.0,in,in,in_in
1026,9xysvf8aedhv2cn,10,animate,-52.0,in,in,in_in
1028,9xysvf8aedhv2cn,11,animate,-46.0,in,in,in_in
1030,9xysvf8aedhv2cn,12,animate,-13.0,in,in,in_in
1032,9xysvf8aedhv2cn,13,animate,0.0,out,out,out_out
1034,9xysvf8aedhv2cn,14,animate,2.0,out,out,out_out
1036,9xysvf8aedhv2cn,15,animate,41.0,out,out,out_out
1038,9xysvf8aedhv2cn,16,animate,-13.0,out,out,out_out
1040,9xysvf8aedhv2cn,17,animate,-12.0,out,out,out_out
1042,9xysvf8aedhv2cn,18,animate,-33.0,out,out,out_out
1044,9xysvf8aedhv2cn,19,animate,35.0,out,in,out_in
1046,9xysvf8aedhv2cn,20,animate,11.0,out,in,out_in
1048,9xysvf8aedhv2cn,21,animate,0.0,out,in,out_in
1050,9xysvf8aedhv2cn,22,animate,-42.0,out,in,out_in
1052,9xysvf8aedhv2cn,23,animate,78.0,out,in,out_in
1054,9xysvf8aedhv2cn,24,animate,-45.0,out,in,out_in
1056,aenxvo1typrv4px,01,animate,21.0,in,out,in_out
1058,aenxvo1typrv4px,02,animate,8.0,in,out,in_out
1060,aenxvo1typrv4px,03,animate,-24.0,in,out,in_out
1062,aenxvo1typrv4px,04,animate,2.0,in,out,in_out
1064,aenxvo1typrv4px,05,animate,-1.0,in,out,in_out
1066,aenxvo1typrv4px,06,animate,0.0,in,out,in_out
1068,aenxvo1typrv4px,09,animate,1.0,in,in,in_in
1070,aenxvo1typrv4px,10,animate,2.0,in,in,in_in
1072,aenxvo1typrv4px,11,animate,34.0,in,in,in_in
1074,aenxvo1typrv4px,12,animate,2.0,in,in,in_in
1076,aenxvo1typrv4px,13,animate,33.0,out,out,out_out
1078,aenxvo1typrv4px,14,animate,-60.0,out,out,out_out
1080,aenxvo1typrv4px,15,animate,12.0,out,out,out_out
1082,aenxvo1typrv4px,16,animate,-59.0,out,out,out_out
1084,aenxvo1typrv4px,17,animate,0.0,out,out,out_out
1086,aenxvo1typrv4px,18,animate,0.0,out,out,out_out
1088,aenxvo1typrv4px,19,animate,-11.0,out,in,out_in
1090,aenxvo1typrv4px,20,animate,-47.0,out,in,out_in
1092,aenxvo1typrv4px,21,animate,14.0,out,in,out_in
1094,aenxvo1typrv4px,22,animate,8.0,out,in,out_in
1096,aenxvo1typrv4px,23,animate,72.0,out,in,out_in
1098,aenxvo1typrv4px,24,animate,-7.0,out,in,out_in
1100,aq2k8hublgoo6ex,01,animate,0.0,in,out,in_out
1102,aq2k8hublgoo6ex,02,animate,21.0,in,out,in_out
1104,aq2k8hublgoo6ex,03,animate,-99.0,in,out,in_out
1106,aq2k8hublgoo6ex,04,animate,3.0,in,out,in_out
1108,aq2k8hublgoo6ex,05,animate,0.0,in,out,in_out
1110,aq2k8hublgoo6ex,06,animate,7.0,in,out,in_out
1112,aq2k8hublgoo6ex,09,animate,10.0,in,in,in_in
1114,aq2k8hublgoo6ex,10,animate,-17.0,in,in,in_in
1116,aq2k8hublgoo6ex,11,animate,-5.0,in,in,in_in
1118,aq2k8hublgoo6ex,12,animate,-99.0,in,in,in_in
1120,aq2k8hublgoo6ex,13,animate,1.0,out,out,out_out
1122,aq2k8hublgoo6ex,14,animate,-39.0,out,out,out_out
1124,aq2k8hublgoo6ex,15,animate,49.0,out,out,out_out
1126,aq2k8hublgoo6ex,16,animate,89.0,out,out,out_out
1128,aq2k8hublgoo6ex,17,animate,7.0,out,out,out_out
1130,aq2k8hublgoo6ex,18,animate,-64.0,out,out,out_out
1132,aq2k8hublgoo6ex,19,animate,0.0,out,in,out_in
1134,aq2k8hublgoo6ex,20,animate,0.0,out,in,out_in
1136,aq2k8hublgoo6ex,21,animate,21.0,out,in,out_in
1138,aq2k8hublgoo6ex,22,animate,-10.0,out,in,out_in
1140,aq2k8hublgoo6ex,23,animate,75.0,out,in,out_in
1142,aq2k8hublgoo6ex,24,animate,-51.0,out,in,out_in
1144,asgalvoh3vh65gc,01,animate,2.0,in,out,in_out
1146,asgalvoh3vh65gc,02,animate,0.0,in,out,in_out
1148,asgalvoh3vh65gc,03,animate,0.0,in,out,in_out
1150,asgalvoh3vh65gc,04,animate,17.0,in,out,in_out
1152,asgalvoh3vh65gc,05,animate,0.0,in,out,in_out
1154,asgalvoh3vh65gc,06,animate,1.0,in,out,in_out
1156,asgalvoh3vh65gc,09,animate,0.0,in,in,in_in
1158,asgalvoh3vh65gc,10,animate,0.0,in,in,in_in
1160,asgalvoh3vh65gc,11,animate,0.0,in,in,in_in
1162,asgalvoh3vh65gc,12,animate,-98.0,in,in,in_in
1164,asgalvoh3vh65gc,13,animate,0.0,out,out,out_out
1166,asgalvoh3vh65gc,14,animate,0.0,out,out,out_out
1168,asgalvoh3vh65gc,15,animate,16.0,out,out,out_out
1170,asgalvoh3vh65gc,16,animate,-1.0,out,out,out_out
1172,asgalvoh3vh65gc,17,animate,99.0,out,out,out_out
1174,asgalvoh3vh65gc,18,animate,98.0,out,out,out_out
1176,asgalvoh3vh65gc,19,animate,2.0,out,in,out_in
1178,asgalvoh3vh65gc,20,animate,0.0,out,in,out_in
1180,asgalvoh3vh65gc,21,animate,18.0,out,in,out_in
1182,asgalvoh3vh65gc,22,animate,9.0,out,in,out_in
1184,asgalvoh3vh65gc,23,animate,0.0,out,in,out_in
1186,asgalvoh3vh65gc,24,animate,0.0,out,in,out_in
1188,b4m437xn8t0f046,01,animate,-1.0,in,out,in_out
1190,b4m437xn8t0f046,02,animate,-87.0,in,out,in_out
1192,b4m437xn8t0f046,03,animate,-98.0,in,out,in_out
1194,b4m437xn8t0f046,04,animate,0.0,in,out,in_out
1196,b4m437xn8t0f046,05,animate,0.0,in,out,in_out
1198,b4m437xn8t0f046,06,animate,0.0,in,out,in_out
1200,b4m437xn8t0f046,09,animate,0.0,in,in,in_in
1202,b4m437xn8t0f046,10,animate,23.0,in,in,in_in
1204,b4m437xn8t0f046,11,animate,1.0,in,in,in_in
1206,b4m437xn8t0f046,12,animate,0.0,in,in,in_in
1208,b4m437xn8t0f046,13,animate,0.0,out,out,out_out
1210,b4m437xn8t0f046,14,animate,0.0,out,out,out_out
1212,b4m437xn8t0f046,15,animate,0.0,out,out,out_out
1214,b4m437xn8t0f046,16,animate,0.0,out,out,out_out
1216,b4m437xn8t0f046,17,animate,99.0,out,out,out_out
1218,b4m437xn8t0f046,18,animate,-84.0,out,out,out_out
1220,b4m437xn8t0f046,19,animate,0.0,out,in,out_in
1222,b4m437xn8t0f046,20,animate,0.0,out,in,out_in
1224,b4m437xn8t0f046,21,animate,0.0,out,in,out_in
1226,b4m437xn8t0f046,22,animate,0.0,out,in,out_in
1228,b4m437xn8t0f046,23,animate,91.0,out,in,out_in
1230,b4m437xn8t0f046,24,animate,0.0,out,in,out_in
1232,bht4czhyag645lg,01,animate,30.0,in,out,in_out
1234,bht4czhyag645lg,02,animate,-68.0,in,out,in_out
1236,bht4czhyag645lg,03,animate,0.0,in,out,in_out
1238,bht4czhyag645lg,04,animate,-8.0,in,out,in_out
1240,bht4czhyag645lg,05,animate,0.0,in,out,in_out
1242,bht4czhyag645lg,06,animate,-19.0,in,out,in_out
1244,bht4czhyag645lg,09,animate,0.0,in,in,in_in
1246,bht4czhyag645lg,10,animate,0.0,in,in,in_in
1248,bht4czhyag645lg,11,animate,13.0,in,in,in_in
1250,bht4czhyag645lg,12,animate,0.0,in,in,in_in
1252,bht4czhyag645lg,13,animate,0.0,out,out,out_out
1254,bht4czhyag645lg,14,animate,-59.0,out,out,out_out
1256,bht4czhyag645lg,15,animate,69.0,out,out,out_out
1258,bht4czhyag645lg,16,animate,-65.0,out,out,out_out
1260,bht4czhyag645lg,17,animate,0.0,out,out,out_out
1262,bht4czhyag645lg,18,animate,0.0,out,out,out_out
1264,bht4czhyag645lg,19,animate,58.0,out,in,out_in
1266,bht4czhyag645lg,20,animate,-19.0,out,in,out_in
1268,bht4czhyag645lg,21,animate,37.0,out,in,out_in
1270,bht4czhyag645lg,22,animate,-35.0,out,in,out_in
1272,bht4czhyag645lg,23,animate,0.0,out,in,out_in
1274,bht4czhyag645lg,24,animate,25.0,out,in,out_in
1276,bwm63az1e5flkrd,01,animate,0.0,in,out,in_out
1278,bwm63az1e5flkrd,02,animate,0.0,in,out,in_out
1280,bwm63az1e5flkrd,03,animate,0.0,in,out,in_out
1282,bwm63az1e5flkrd,04,animate,0.0,in,out,in_out
1284,bwm63az1e5flkrd,05,animate,0.0,in,out,in_out
1286,bwm63az1e5flkrd,06,animate,0.0,in,out,in_out
1288,bwm63az1e5flkrd,09,animate,0.0,in,in,in_in
1290,bwm63az1e5flkrd,10,animate,0.0,in,in,in_in
1292,bwm63az1e5flkrd,11,animate,-94.0,in,in,in_in
1294,bwm63az1e5flkrd,12,animate,-99.0,in,in,in_in
1296,bwm63az1e5flkrd,13,animate,0.0,out,out,out_out
1298,bwm63az1e5flkrd,14,animate,0.0,out,out,out_out
1300,bwm63az1e5flkrd,15,animate,99.0,out,out,out_out
1302,bwm63az1e5flkrd,16,animate,0.0,out,out,out_out
1304,bwm63az1e5flkrd,17,animate,0.0,out,out,out_out
1306,bwm63az1e5flkrd,18,animate,0.0,out,out,out_out
1308,bwm63az1e5flkrd,19,animate,0.0,out,in,out_in
1310,bwm63az1e5flkrd,20,animate,1.0,out,in,out_in
1312,bwm63az1e5flkrd,21,animate,-1.0,out,in,out_in
1314,bwm63az1e5flkrd,22,animate,-99.0,out,in,out_in
1316,bwm63az1e5flkrd,23,animate,99.0,out,in,out_in
1318,bwm63az1e5flkrd,24,animate,0.0,out,in,out_in
1320,c7rp8r7tzas6l45,01,animate,0.0,in,out,in_out
1322,c7rp8r7tzas6l45,02,animate,0.0,in,out,in_out
1324,c7rp8r7tzas6l45,03,animate,0.0,in,out,in_out
1326,c7rp8r7tzas6l45,04,animate,99.0,in,out,in_out
1328,c7rp8r7tzas6l45,05,animate,0.0,in,out,in_out
1330,c7rp8r7tzas6l45,06,animate,0.0,in,out,in_out
1332,c7rp8r7tzas6l45,09,animate,0.0,in,in,in_in
1334,c7rp8r7tzas6l45,10,animate,-99.0,in,in,in_in
1336,c7rp8r7tzas6l45,11,animate,0.0,in,in,in_in
1338,c7rp8r7tzas6l45,12,animate,0.0,in,in,in_in
1340,c7rp8r7tzas6l45,13,animate,0.0,out,out,out_out
1342,c7rp8r7tzas6l45,14,animate,99.0,out,out,out_out
1344,c7rp8r7tzas6l45,15,animate,0.0,out,out,out_out
1346,c7rp8r7tzas6l45,16,animate,0.0,out,out,out_out
1348,c7rp8r7tzas6l45,17,animate,-99.0,out,out,out_out
1350,c7rp8r7tzas6l45,18,animate,0.0,out,out,out_out
1352,c7rp8r7tzas6l45,19,animate,0.0,out,in,out_in
1354,c7rp8r7tzas6l45,20,animate,0.0,out,in,out_in
1356,c7rp8r7tzas6l45,21,animate,-99.0,out,in,out_in
1358,c7rp8r7tzas6l45,22,animate,99.0,out,in,out_in
1360,c7rp8r7tzas6l45,23,animate,-99.0,out,in,out_in
1362,c7rp8r7tzas6l45,24,animate,0.0,out,in,out_in
1364,ct93qhf1y71htuk,01,animate,0.0,in,out,in_out
1366,ct93qhf1y71htuk,02,animate,-99.0,in,out,in_out
1368,ct93qhf1y71htuk,03,animate,0.0,in,out,in_out
1370,ct93qhf1y71htuk,04,animate,0.0,in,out,in_out
1372,ct93qhf1y71htuk,05,animate,0.0,in,out,in_out
1374,ct93qhf1y71htuk,06,animate,0.0,in,out,in_out
1376,ct93qhf1y71htuk,09,animate,0.0,in,in,in_in
1378,ct93qhf1y71htuk,10,animate,0.0,in,in,in_in
1380,ct93qhf1y71htuk,11,animate,99.0,in,in,in_in
1382,ct93qhf1y71htuk,12,animate,0.0,in,in,in_in
1384,ct93qhf1y71htuk,13,animate,0.0,out,out,out_out
1386,ct93qhf1y71htuk,14,animate,0.0,out,out,out_out
1388,ct93qhf1y71htuk,15,animate,99.0,out,out,out_out
1390,ct93qhf1y71htuk,16,animate,0.0,out,out,out_out
1392,ct93qhf1y71htuk,17,animate,0.0,out,out,out_out
1394,ct93qhf1y71htuk,18,animate,0.0,out,out,out_out
1396,ct93qhf1y71htuk,19,animate,99.0,out,in,out_in
1398,ct93qhf1y71htuk,20,animate,-99.0,out,in,out_in
1400,ct93qhf1y71htuk,21,animate,-99.0,out,in,out_in
1402,ct93qhf1y71htuk,22,animate,-99.0,out,in,out_in
1404,ct93qhf1y71htuk,23,animate,0.0,out,in,out_in
1406,ct93qhf1y71htuk,24,animate,0.0,out,in,out_in
1408,d9ne34efqyn17jg,01,animate,20.0,in,out,in_out
1410,d9ne34efqyn17jg,02,animate,48.0,in,out,in_out
1412,d9ne34efqyn17jg,03,animate,18.0,in,out,in_out
1414,d9ne34efqyn17jg,04,animate,6.0,in,out,in_out
1416,d9ne34efqyn17jg,05,animate,0.0,in,out,in_out
1418,d9ne34efqyn17jg,06,animate,-29.0,in,out,in_out
1420,d9ne34efqyn17jg,09,animate,35.0,in,in,in_in
1422,d9ne34efqyn17jg,10,animate,-45.0,in,in,in_in
1424,d9ne34efqyn17jg,11,animate,15.0,in,in,in_in
1426,d9ne34efqyn17jg,12,animate,-5.0,in,in,in_in
1428,d9ne34efqyn17jg,13,animate,2.0,out,out,out_out
1430,d9ne34efqyn17jg,14,animate,32.0,out,out,out_out
1432,d9ne34efqyn17jg,15,animate,-32.0,out,out,out_out
1434,d9ne34efqyn17jg,16,animate,6.0,out,out,out_out
1436,d9ne34efqyn17jg,17,animate,0.0,out,out,out_out
1438,d9ne34efqyn17jg,18,animate,-57.0,out,out,out_out
1440,d9ne34efqyn17jg,19,animate,15.0,out,in,out_in
1442,d9ne34efqyn17jg,20,animate,21.0,out,in,out_in
1444,d9ne34efqyn17jg,21,animate,42.0,out,in,out_in
1446,d9ne34efqyn17jg,22,animate,20.0,out,in,out_in
1448,d9ne34efqyn17jg,23,animate,-9.0,out,in,out_in
1450,d9ne34efqyn17jg,24,animate,26.0,out,in,out_in
1452,dasa5o8ouck43av,01,animate,11.0,in,out,in_out
1454,dasa5o8ouck43av,02,animate,0.0,in,out,in_out
1456,dasa5o8ouck43av,03,animate,0.0,in,out,in_out
1458,dasa5o8ouck43av,04,animate,0.0,in,out,in_out
1460,dasa5o8ouck43av,05,animate,0.0,in,out,in_out
1462,dasa5o8ouck43av,06,animate,0.0,in,out,in_out
1464,dasa5o8ouck43av,09,animate,22.0,in,in,in_in
1466,dasa5o8ouck43av,10,animate,-79.0,in,in,in_in
1468,dasa5o8ouck43av,11,animate,82.0,in,in,in_in
1470,dasa5o8ouck43av,12,animate,0.0,in,in,in_in
1472,dasa5o8ouck43av,13,animate,-77.0,out,out,out_out
1474,dasa5o8ouck43av,14,animate,-99.0,out,out,out_out
1476,dasa5o8ouck43av,15,animate,-2.0,out,out,out_out
1478,dasa5o8ouck43av,16,animate,0.0,out,out,out_out
1480,dasa5o8ouck43av,17,animate,0.0,out,out,out_out
1482,dasa5o8ouck43av,18,animate,0.0,out,out,out_out
1484,dasa5o8ouck43av,19,animate,24.0,out,in,out_in
1486,dasa5o8ouck43av,20,animate,-93.0,out,in,out_in
1488,dasa5o8ouck43av,21,animate,-10.0,out,in,out_in
1490,dasa5o8ouck43av,22,animate,0.0,out,in,out_in
1492,dasa5o8ouck43av,23,animate,99.0,out,in,out_in
1494,dasa5o8ouck43av,24,animate,0.0,out,in,out_in
1496,ddc9wmaeh2dtth5,01,animate,-10.0,in,out,in_out
1498,ddc9wmaeh2dtth5,02,animate,-35.0,in,out,in_out
1500,ddc9wmaeh2dtth5,03,animate,0.0,in,out,in_out
1502,ddc9wmaeh2dtth5,04,animate,12.0,in,out,in_out
1504,ddc9wmaeh2dtth5,05,animate,0.0,in,out,in_out
1506,ddc9wmaeh2dtth5,06,animate,0.0,in,out,in_out
1508,ddc9wmaeh2dtth5,09,animate,81.0,in,in,in_in
1510,ddc9wmaeh2dtth5,10,animate,-56.0,in,in,in_in
1512,ddc9wmaeh2dtth5,11,animate,77.0,in,in,in_in
1514,ddc9wmaeh2dtth5,12,animate,-1.0,in,in,in_in
1516,ddc9wmaeh2dtth5,13,animate,-83.0,out,out,out_out
1518,ddc9wmaeh2dtth5,14,animate,-91.0,out,out,out_out
1520,ddc9wmaeh2dtth5,15,animate,-1.0,out,out,out_out
1522,ddc9wmaeh2dtth5,16,animate,11.0,out,out,out_out
1524,ddc9wmaeh2dtth5,17,animate,5.0,out,out,out_out
1526,ddc9wmaeh2dtth5,18,animate,4.0,out,out,out_out
1528,ddc9wmaeh2dtth5,19,animate,0.0,out,in,out_in
1530,ddc9wmaeh2dtth5,20,animate,87.0,out,in,out_in
1532,ddc9wmaeh2dtth5,21,animate,93.0,out,in,out_in
1534,ddc9wmaeh2dtth5,22,animate,-74.0,out,in,out_in
1536,ddc9wmaeh2dtth5,23,animate,-5.0,out,in,out_in
1538,ddc9wmaeh2dtth5,24,animate,64.0,out,in,out_in
1540,dksxnsd62qspmg9,01,animate,-7.0,in,out,in_out
1542,dksxnsd62qspmg9,02,animate,-26.0,in,out,in_out
1544,dksxnsd62qspmg9,03,animate,23.0,in,out,in_out
1546,dksxnsd62qspmg9,04,animate,85.0,in,out,in_out
1548,dksxnsd62qspmg9,05,animate,3.0,in,out,in_out
1550,dksxnsd62qspmg9,06,animate,0.0,in,out,in_out
1552,dksxnsd62qspmg9,09,animate,-3.0,in,in,in_in
1554,dksxnsd62qspmg9,10,animate,-1.0,in,in,in_in
1556,dksxnsd62qspmg9,11,animate,-5.0,in,in,in_in
1558,dksxnsd62qspmg9,12,animate,0.0,in,in,in_in
1560,dksxnsd62qspmg9,13,animate,-13.0,out,out,out_out
1562,dksxnsd62qspmg9,14,animate,23.0,out,out,out_out
1564,dksxnsd62qspmg9,15,animate,53.0,out,out,out_out
1566,dksxnsd62qspmg9,16,animate,-87.0,out,out,out_out
1568,dksxnsd62qspmg9,17,animate,0.0,out,out,out_out
1570,dksxnsd62qspmg9,18,animate,0.0,out,out,out_out
1572,dksxnsd62qspmg9,19,animate,1.0,out,in,out_in
1574,dksxnsd62qspmg9,20,animate,85.0,out,in,out_in
1576,dksxnsd62qspmg9,21,animate,1.0,out,in,out_in
1578,dksxnsd62qspmg9,22,animate,-20.0,out,in,out_in
1580,dksxnsd62qspmg9,23,animate,-74.0,out,in,out_in
1582,dksxnsd62qspmg9,24,animate,36.0,out,in,out_in
1584,dysyt4xpddz8yh6,01,animate,32.0,in,out,in_out
1586,dysyt4xpddz8yh6,02,animate,4.0,in,out,in_out
1588,dysyt4xpddz8yh6,03,animate,5.0,in,out,in_out
1590,dysyt4xpddz8yh6,04,animate,1.0,in,out,in_out
1592,dysyt4xpddz8yh6,05,animate,1.0,in,out,in_out
1594,dysyt4xpddz8yh6,06,animate,5.0,in,out,in_out
1596,dysyt4xpddz8yh6,09,animate,-18.0,in,in,in_in
1598,dysyt4xpddz8yh6,10,animate,-1.0,in,in,in_in
1600,dysyt4xpddz8yh6,11,animate,-1.0,in,in,in_in
1602,dysyt4xpddz8yh6,12,animate,8.0,in,in,in_in
1604,dysyt4xpddz8yh6,13,animate,-4.0,out,out,out_out
1606,dysyt4xpddz8yh6,14,animate,-87.0,out,out,out_out
1608,dysyt4xpddz8yh6,15,animate,6.0,out,out,out_out
1610,dysyt4xpddz8yh6,16,animate,4.0,out,out,out_out
1612,dysyt4xpddz8yh6,17,animate,5.0,out,out,out_out
1614,dysyt4xpddz8yh6,18,animate,0.0,out,out,out_out
1616,dysyt4xpddz8yh6,19,animate,51.0,out,in,out_in
1618,dysyt4xpddz8yh6,20,animate,2.0,out,in,out_in
1620,dysyt4xpddz8yh6,21,animate,-24.0,out,in,out_in
1622,dysyt4xpddz8yh6,22,animate,27.0,out,in,out_in
1624,dysyt4xpddz8yh6,23,animate,64.0,out,in,out_in
1626,dysyt4xpddz8yh6,24,animate,1.0,out,in,out_in
1628,eur3domry9lny4r,01,animate,-33.0,in,out,in_out
1630,eur3domry9lny4r,02,animate,-55.0,in,out,in_out
1632,eur3domry9lny4r,03,animate,4.0,in,out,in_out
1634,eur3domry9lny4r,04,animate,-6.0,in,out,in_out
1636,eur3domry9lny4r,05,animate,2.0,in,out,in_out
1638,eur3domry9lny4r,06,animate,0.0,in,out,in_out
1640,eur3domry9lny4r,09,animate,42.0,in,in,in_in
1642,eur3domry9lny4r,10,animate,1.0,in,in,in_in
1644,eur3domry9lny4r,11,animate,-7.0,in,in,in_in
1646,eur3domry9lny4r,12,animate,-4.0,in,in,in_in
1648,eur3domry9lny4r,13,animate,70.0,out,out,out_out
1650,eur3domry9lny4r,14,animate,3.0,out,out,out_out
1652,eur3domry9lny4r,15,animate,83.0,out,out,out_out
1654,eur3domry9lny4r,16,animate,-4.0,out,out,out_out
1656,eur3domry9lny4r,17,animate,0.0,out,out,out_out
1658,eur3domry9lny4r,18,animate,3.0,out,out,out_out
1660,eur3domry9lny4r,19,animate,-7.0,out,in,out_in
1662,eur3domry9lny4r,20,animate,2.0,out,in,out_in
1664,eur3domry9lny4r,21,animate,14.0,out,in,out_in
1666,eur3domry9lny4r,22,animate,-17.0,out,in,out_in
1668,eur3domry9lny4r,23,animate,-16.0,out,in,out_in
1670,eur3domry9lny4r,24,animate,-40.0,out,in,out_in
1672,ew8c4yo46q6ktp3,01,animate,-4.0,in,out,in_out
1674,ew8c4yo46q6ktp3,02,animate,-2.0,in,out,in_out
1676,ew8c4yo46q6ktp3,03,animate,30.0,in,out,in_out
1678,ew8c4yo46q6ktp3,04,animate,18.0,in,out,in_out
1680,ew8c4yo46q6ktp3,05,animate,0.0,in,out,in_out
1682,ew8c4yo46q6ktp3,06,animate,16.0,in,out,in_out
1684,ew8c4yo46q6ktp3,09,animate,-21.0,in,in,in_in
1686,ew8c4yo46q6ktp3,10,animate,55.0,in,in,in_in
